"운행일자","정산사업자","정류장아이디","정류장명","읍면동코드(법정동)","읍면동명(법정동)","모바일아이디"
"2025-06-13","이동의즐거움","4241891","방곡1리","5111040026","남산면","1778"
"2025-06-13","이동의즐거움","4241892","방곡2리회관","5111040026","남산면","정보없음"
"2025-06-13","이동의즐거움","4241894","방곡리","5111040026","남산면","정보없음"
"2025-06-13","이동의즐거움","4241895","방곡리","5111040026","남산면","정보없음"
"2025-06-13","이동의즐거움","4241896","방동1리","5111035027","서면","정보없음"
"2025-06-13","이동의즐거움","4241897","방동1리","5111035027","서면","정보없음"
"2025-06-13","이동의즐거움","4241898","방동1리","5111035027","서면","정보없음"
"2025-06-13","이동의즐거움","4241905","창촌2리마을회관","5111040025","남산면","정보없음"
"2025-06-13","이동의즐거움","4241906","창촌2리마을회관","5111040025","남산면","정보없음"
"2025-06-13","이동의즐거움","4241907","창촌중학교","5111040027","남산면","정보없음"
"2025-06-13","이동의즐거움","4241908","강촌1리회관","5111040027","남산면","정보없음"
"2025-06-13","이동의즐거움","4241911","춘천국유림관리소","5111025022","신북읍","1421"
"2025-06-13","이동의즐거움","4241912","춘천국유림관리소","5111025022","신북읍","1420"
"2025-06-13","이동의즐거움","4241913","천전3리","5111025022","신북읍","정보없음"
"2025-06-13","이동의즐거움","4241914","천전3리","5111025022","신북읍","정보없음"
"2025-06-13","이동의즐거움","4241915","상천초등학교","5111025022","신북읍","정보없음"
"2025-06-13","이동의즐거움","4241916","청구_동아A","5111012400","석사동","정보없음"
"2025-06-13","이동의즐거움","4241918","청소년수련원","5111011900","사농동","정보없음"
"2025-06-13","이동의즐거움","4241920","오항2리","5111038025","북산면","정보없음"
"2025-06-13","이동의즐거움","4241922","청실A","5111012000","후평동","정보없음"
"2025-06-13","이동의즐거움","4241923","청실A","5111012000","후평동","정보없음"
"2025-06-13","이동의즐거움","4241924","청와A","5111011700","근화동","정보없음"
"2025-06-13","이동의즐거움","4241925","고탄낚시터","5111036027","사북면","정보없음"
"2025-06-13","이동의즐거움","4241926","초원낚시터","5111036027","사북면","정보없음"
"2025-06-13","이동의즐거움","4241927","추곡2리","5111038024","북산면","정보없음"
"2025-06-13","이동의즐거움","4241928","추곡1리1반","5111038024","북산면","정보없음"
"2025-06-13","이동의즐거움","4241929","추곡1리3반","5111038024","북산면","정보없음"
"2025-06-13","이동의즐거움","4241930","추곡3거리","5111034026","남면","1398"
"2025-06-13","이동의즐거움","4241932","추곡1리","5111034026","남면","정보없음"
"2025-06-13","이동의즐거움","4241935","북산치안센터","5111038024","북산면","정보없음"
"2025-06-13","이동의즐거움","4241939","추곡초교","5111038024","북산면","정보없음"
"2025-06-13","이동의즐거움","4241940","추곡초교","5111038024","북산면","정보없음"
"2025-06-13","이동의즐거움","4241943","교육대학교","5111012400","석사동","정보없음"
"2025-06-13","이동의즐거움","4241944","교육대학교","5111012400","석사동","정보없음"
"2025-06-13","이동의즐거움","4241945","춘천교도소","5111039022","동내면","정보없음"
"2025-06-13","이동의즐거움","4242027","동산면행복센터","5111032021","동산면","정보없음"
"2025-06-13","이동의즐거움","4242028","소방서","5111012000","후평동","정보없음"
"2025-06-13","이동의즐거움","4242029","동산A","5111012000","후평동","정보없음"
"2025-06-13","이동의즐거움","4242030","조양2리","5111032021","동산면","정보없음"
"2025-06-13","이동의즐거움","4242032","동산중학교","5111032021","동산면","정보없음"
"2025-06-13","이동의즐거움","4242034","춘천동원학교","5111025022","신북읍","정보없음"
"2025-06-13","이동의즐거움","4242035","춘천동원학교","5111025022","신북읍","정보없음"
"2025-06-13","이동의즐거움","4242036","두미르A","5111011800","우두동","정보없음"
"2025-06-13","이동의즐거움","4242037","두미르A","5111011800","우두동","정보없음"
"2025-06-13","이동의즐거움","4242039","등선폭포","5111035028","서면","정보없음"
"2025-06-13","이동의즐거움","4242040","로데오거리","5111012400","석사동","정보없음"
"2025-06-13","이동의즐거움","4242041","거두리부영A","5111039021","동내면","정보없음"
"2025-06-13","이동의즐거움","4242042","롯데인벤스","5111011800","우두동","정보없음"
"2025-06-13","이동의즐거움","4242043","삼성동부A","5111011800","우두동","정보없음"
"2025-06-13","이동의즐거움","4242044","가압펌프장","5111012100","온의동","정보없음"
"2025-06-13","이동의즐거움","4242045","가압펌프장","5111012100","온의동","정보없음"
"2025-06-13","이동의즐거움","4242046","삼악호수케이블카","5111012500","삼천동","정보없음"
"2025-06-13","이동의즐거움","4242048","양지교","5111031022","동면","정보없음"
"2025-06-13","이동의즐거움","4242049","만천초교","5111031022","동면","정보없음"
"2025-06-13","이동의즐거움","4242052","만천초교","5111031022","동면","정보없음"
"2025-06-13","이동의즐거움","4242053","만천3리마을회관","5111031022","동면","정보없음"
"2025-06-13","이동의즐거움","4242055","동면만천농협","5111031022","동면","정보없음"
"2025-06-13","이동의즐거움","4242056","동면만천농협","5111031022","동면","정보없음"
"2025-06-13","이동의즐거움","4242057","만천리종점","5111031022","동면","정보없음"
"2025-06-13","이동의즐거움","4242058","동광오거리","5111012000","후평동","정보없음"
"2025-06-13","이동의즐거움","4242059","동광오거리","5111012000","후평동","정보없음"
"2025-06-13","이동의즐거움","4242061","팔호광장","5111011200","효자동","정보없음"
"2025-06-13","이동의즐거움","4242062","가재골","5111034024","남면","정보없음"
"2025-06-13","이동의즐거움","4242063","가재골","5111034024","남면","정보없음"
"2025-06-13","이동의즐거움","4242064","가정1리","5111034023","남면","정보없음"
"2025-06-13","이동의즐거움","4242069","가정2리","5111034023","남면","정보없음"
"2025-06-13","이동의즐거움","4242071","가정리종점","5111034023","남면","정보없음"
"2025-06-13","이동의즐거움","4242072","가정진료소","5111034023","남면","정보없음"
"2025-06-13","이동의즐거움","4242080","춘천우체국","5111012100","온의동","정보없음"
"2025-06-13","이동의즐거움","4242081","애니고등학교","5111035022","서면","정보없음"
"2025-06-13","이동의즐거움","4242082","애니고등학교","5111035022","서면","정보없음"
"2025-06-13","이동의즐거움","4242085","학곡리종점","5111039025","동내면","정보없음"
"2025-06-13","이동의즐거움","4242086","한계울마을","5111012800","신동","정보없음"
"2025-06-13","이동의즐거움","4242087","한계울마을","5111012800","신동","정보없음"
"2025-06-13","이동의즐거움","4242088","한국은행","5111010400","중앙로1가","정보없음"
"2025-06-13","이동의즐거움","4242089","한국전력공사입구","5111012000","후평동","정보없음"
"2025-06-13","이동의즐거움","4242090","한림대학교","5111012200","교동","정보없음"
"2025-06-13","이동의즐거움","4242091","장애인종합복지관","5111012400","석사동","정보없음"
"2025-06-13","이동의즐거움","4242101","가산교","5111031021","동면","정보없음"
"2025-06-13","이동의즐거움","4242142","새술막","5111032023","동산면","정보없음"
"2025-06-13","이동의즐거움","4242162","한덕리입구","5111034027","남면","정보없음"
"2025-06-13","이동의즐거움","4242165","한덕리","5111034027","남면","2262"
"2025-06-13","이동의즐거움","4242167","율문3리","5111025022","신북읍","1552"
"2025-06-13","이동의즐거움","4242168","강원테크노파크","5111025021","신북읍","정보없음"
"2025-06-13","이동의즐거움","4242169","열린공원","5111012100","온의동","정보없음"
"2025-06-13","이동의즐거움","4242171","의암","5111033021","신동면","1547"
"2025-06-13","이동의즐거움","4242172","의암교차로","5111035028","서면","정보없음"
"2025-06-13","이동의즐거움","4242174","의암류인석유적지","5111034023","남면","정보없음"
"2025-06-13","이동의즐거움","4242175","의암류인석유적지","5111034023","남면","정보없음"
"2025-06-13","이동의즐거움","4242177","의암리본마을","5111033021","신동면","정보없음"
"2025-06-13","이동의즐거움","4242178","송암스포츠타운입구","5111012600","칠전동","정보없음"
"2025-06-13","이동의즐거움","4242179","송암스포츠타운입구","5111012600","칠전동","정보없음"
"2025-06-13","이동의즐거움","4242180","동보빌리지","5111012000","후평동","정보없음"
"2025-06-13","이동의즐거움","4242181","동보A","5111012400","석사동","정보없음"
"2025-06-13","이동의즐거움","4242182","동부시장","5111011000","운교동","정보없음"
"2025-06-13","이동의즐거움","4242183","동부시장","5111011000","운교동","정보없음"
"2025-06-13","이동의즐거움","4242184","동산면행복센터","5111032022","동산면","정보없음"
"2025-06-13","이동의즐거움","4242191","인성병원","5111011500","소양로3가","정보없음"
"2025-06-13","이동의즐거움","4242192","호반요양병원","5111012500","삼천동","정보없음"
"2025-06-13","이동의즐거움","4242193","호반요양병원","5111012500","삼천동","정보없음"
"2025-06-13","이동의즐거움","4242194","춘천역육교앞","5111011700","근화동","정보없음"
"2025-06-13","이동의즐거움","4242195","장학1리","5111031023","동면","정보없음"
"2025-06-13","이동의즐거움","4242196","장학1리","5111031023","동면","정보없음"
"2025-06-13","이동의즐거움","4242197","기와집골","5111040025","남산면","정보없음"
"2025-06-13","이동의즐거움","4242201","조양4리","5111032021","동산면","정보없음"
"2025-06-13","이동의즐거움","4242202","KBS방송국","5111012300","퇴계동","정보없음"
"2025-06-13","이동의즐거움","4242203","KBS방송국","5111012100","온의동","정보없음"
"2025-06-13","이동의즐거움","4242204","일성트루엘A","5111012000","후평동","정보없음"
"2025-06-13","이동의즐거움","4242205","평화공원","5111011700","근화동","정보없음"
"2025-06-13","이동의즐거움","4242206","통일플러스센터","5111012500","삼천동","정보없음"
"2025-06-13","이동의즐거움","4242207","중앙시장","5111010500","중앙로2가","정보없음"
"2025-06-13","이동의즐거움","4242208","중앙시장_중앙초교","5111010500","중앙로2가","정보없음"
"2025-06-13","이동의즐거움","4242209","중앙로입구","5111010600","중앙로3가","정보없음"
"2025-06-13","이동의즐거움","4242210","중앙하이츠1차","5111012300","퇴계동","정보없음"
"2025-06-13","이동의즐거움","4242213","중앙하이츠1차","5111012300","퇴계동","정보없음"
"2025-06-13","이동의즐거움","4242215","증2리","5111033024","신동면","정보없음"
"2025-06-13","이동의즐거움","4242216","증2리","5111033024","신동면","정보없음"
"2025-06-13","이동의즐거움","4242217","증2리","5111033024","신동면","정보없음"
"2025-06-13","이동의즐거움","4242222","증2리","5111033024","신동면","정보없음"
"2025-06-13","이동의즐거움","4242224","가정중학교","5111034023","남면","정보없음"
"2025-06-13","이동의즐거움","4242226","발산1리","5111025024","신북읍","정보없음"
"2025-06-13","이동의즐거움","4242227","추곡터널","5111038024","북산면","정보없음"
"2025-06-13","이동의즐거움","4242229","추곡1리1반","5111038024","북산면","정보없음"
"2025-06-13","이동의즐거움","4242230","천리터","5111038025","북산면","정보없음"
"2025-06-13","이동의즐거움","4242239","해피초원목장","5111036027","사북면","정보없음"
"2025-06-13","이동의즐거움","4242245","인람리(1)","5111036030","사북면","정보없음"
"2025-06-13","이동의즐거움","4242246","송암리(밤나무)","5111036029","사북면","정보없음"
"2025-06-13","이동의즐거움","4242262","항공대정문","5111025021","신북읍","정보없음"
"2025-06-13","이동의즐거움","4242263","율문2리","5111025021","신북읍","정보없음"
"2025-06-13","이동의즐거움","4242264","율문2리","5111025021","신북읍","정보없음"
"2025-06-13","이동의즐거움","4242265","춘천경찰서","5111011200","효자동","정보없음"
"2025-06-13","이동의즐거움","4242268","향교","5111012200","교동","정보없음"
"2025-06-13","이동의즐거움","4242269","향교","5111012200","교동","정보없음"
"2025-06-13","이동의즐거움","4242270","신촌2리","5111039022","동내면","정보없음"
"2025-06-13","이동의즐거움","4242271","신촌2리","5111039022","동내면","정보없음"
"2025-06-13","이동의즐거움","4242272","후평현대3차","5111012000","후평동","정보없음"
"2025-06-13","이동의즐거움","4242273","후평현대2차","5111012000","후평동","정보없음"
"2025-06-13","이동의즐거움","4242274","강원도재활병원","5111011800","우두동","정보없음"
"2025-06-13","이동의즐거움","4242275","현암리","5111035021","서면","정보없음"
"2025-06-13","이동의즐거움","4242287","혈동2리종점","5111033023","신동면","정보없음"
"2025-06-13","이동의즐거움","4242288","춘천도매물류마트","5111012000","후평동","정보없음"
"2025-06-13","이동의즐거움","4242290","호반A","5111011700","근화동","정보없음"
"2025-06-13","이동의즐거움","4242291","우석중학교","5111012400","석사동","정보없음"
"2025-06-13","이동의즐거움","4242292","호반체육관","5111012400","석사동","정보없음"
"2025-06-13","이동의즐거움","4242295","화목원","5111011900","사농동","정보없음"
"2025-06-13","이동의즐거움","4242296","황골","5111034024","남면","정보없음"
"2025-06-13","이동의즐거움","4242297","발산1리","5111034024","남면","정보없음"
"2025-06-13","이동의즐거움","4242298","중부지구대","5111011200","효자동","정보없음"
"2025-06-13","이동의즐거움","4242299","중부지구대","5111011200","효자동","정보없음"
"2025-06-13","이동의즐거움","4242300","후동2리입구","5111034024","남면","1035"
"2025-06-13","이동의즐거움","4242301","후동2리입구","5111034024","남면","1034"
"2025-06-13","이동의즐거움","4242302","후동리","5111034025","남면","정보없음"
"2025-06-13","이동의즐거움","4242305","후동리","5111034025","남면","정보없음"
"2025-06-13","이동의즐거움","4242307","후동리","5111034025","남면","정보없음"
"2025-06-13","이동의즐거움","4242308","후평3동행복센터","5111012000","후평동","정보없음"
"2025-06-13","이동의즐거움","4242309","후평3동행복센터","5111012000","후평동","정보없음"
"2025-06-13","이동의즐거움","4242310","대우A","5111012000","후평동","정보없음"
"2025-06-13","이동의즐거움","4242311","후평주공4단지","5111012000","후평동","정보없음"
"2025-06-13","이동의즐거움","4242312","후평주공4단지후문","5111012000","후평동","정보없음"
"2025-06-13","이동의즐거움","4242313","후평주공4단지후문","5111012000","후평동","정보없음"
"2025-06-13","이동의즐거움","4242314","후평동종점","5111012000","후평동","정보없음"
"2025-06-13","이동의즐거움","4242363","후평동종점","5111012000","후평동","정보없음"
"2025-06-13","이동의즐거움","4242364","후평주공5단지","5111012000","후평동","정보없음"
"2025-06-13","이동의즐거움","4242365","후평주공6단지","5111012000","후평동","정보없음"
"2025-06-13","이동의즐거움","4242366","후평주공6단지","5111012000","후평동","정보없음"
"2025-06-13","이동의즐거움","4242367","후평주공7단지","5111012000","후평동","정보없음"
"2025-06-13","이동의즐거움","4242368","후평중학교","5111012000","후평동","정보없음"
"2025-06-13","이동의즐거움","4242369","부안주유소","5111012000","후평동","정보없음"
"2025-06-13","이동의즐거움","4242370","중앙로입구","5111010300","낙원동","정보없음"
"2025-06-13","이동의즐거움","4242373","폴리텍2캠퍼스","5111011800","우두동","정보없음"
"2025-06-13","이동의즐거움","4242374","소양강댐주차장","5111025022","신북읍","정보없음"
"2025-06-13","이동의즐거움","4242375","금광터","5111025024","신북읍","정보없음"
"2025-06-13","이동의즐거움","4242376","발산3리","5111025025","신북읍","정보없음"
"2025-06-13","이동의즐거움","4242379","케이티앤지","5111012300","퇴계동","정보없음"
"2025-06-13","이동의즐거움","4242381","광판농협입구","5111040022","남산면","정보없음"
"2025-06-13","이동의즐거움","4242384","휴먼시아1차","5111012300","퇴계동","정보없음"
"2025-06-13","이동의즐거움","4242386","남춘천역2번출구","5111012300","퇴계동","정보없음"
"2025-06-13","이동의즐거움","4242387","남춘천역2번출구","5111012300","퇴계동","정보없음"
"2025-06-13","이동의즐거움","4242388","석사교사거리","5111012400","석사동","정보없음"
"2025-06-13","이동의즐거움","4242393","소양강댐정상","5111025022","신북읍","정보없음"
"2025-06-13","이동의즐거움","4242401","동광길입구","5111012000","후평동","정보없음"
"2025-06-13","이동의즐거움","4242405","원정사입구","5111025022","신북읍","정보없음"
"2025-06-13","이동의즐거움","4242406","유포리","5111025023","신북읍","정보없음"
"2025-06-13","이동의즐거움","4242409","수협","5111011200","효자동","정보없음"
"2025-06-13","이동의즐거움","4242411","전원주택입구","5111036027","사북면","정보없음"
"2025-06-13","이동의즐거움","4242414","전원주택입구","5111036027","사북면","정보없음"
"2025-06-13","이동의즐거움","4242416","오탄3리입구","5111036023","사북면","정보없음"
"2025-06-13","이동의즐거움","4242417","당림1리3반","5111035029","서면","정보없음"
"2025-06-13","이동의즐거움","4242422","덕두원주말농장","5111035028","서면","정보없음"
"2025-06-13","이동의즐거움","4242424","부강연립앞","5111011700","근화동","정보없음"
"2025-06-13","이동의즐거움","4242425","공단입구","5111012000","후평동","정보없음"
"2025-06-13","이동의즐거움","4242426","공단입구","5111012000","후평동","정보없음"
"2025-06-13","이동의즐거움","4242427","삼포","5111033024","신동면","정보없음"
"2025-06-13","이동의즐거움","4242431","월송2리입구","5111035023","서면","정보없음"
"2025-06-13","이동의즐거움","4242432","월송2리입구","5111035023","서면","정보없음"
"2025-06-13","이동의즐거움","4242433","강원대정문","5111011200","효자동","정보없음"
"2025-06-13","이동의즐거움","4242436","강원대정문","5111011200","효자동","정보없음"
"2025-06-13","이동의즐거움","4242440","강원도시가스","5111012000","후평동","정보없음"
"2025-06-13","이동의즐거움","4242442","부강연립","5111011700","근화동","정보없음"
"2025-06-13","이동의즐거움","4242443","강원도시가스","5111012000","후평동","정보없음"
"2025-06-13","이동의즐거움","4242444","평화공원","5111011700","근화동","정보없음"
"2025-06-13","이동의즐거움","4242445","스무숲입구","5111012400","석사동","정보없음"
"2025-06-13","이동의즐거움","4242446","소양1교","5111011300","소양로1가","정보없음"
"2025-06-13","이동의즐거움","4242453","롯데마트석사점","5111012400","석사동","정보없음"
"2025-06-13","이동의즐거움","4242454","롯데마트석사점","5111012400","석사동","정보없음"
"2025-06-13","이동의즐거움","4242455","막국수체험관","5111025024","신북읍","정보없음"
"2025-06-13","이동의즐거움","4242456","서부지구대","5111011700","근화동","정보없음"
"2025-06-13","이동의즐거움","4242466","춘천자원","5111039025","동내면","정보없음"
"2025-06-13","이동의즐거움","4242467","춘천자원","5111039025","동내면","정보없음"
"2025-06-13","이동의즐거움","4242473","백양리종점","5111040029","남산면","정보없음"
"2025-06-13","이동의즐거움","4242480","홈플러스","5111012300","퇴계동","정보없음"
"2025-06-13","이동의즐거움","4242481","신촌1리","5111039022","동내면","정보없음"
"2025-06-13","이동의즐거움","4242482","만천주공A","5111031022","동면","정보없음"
"2025-06-13","이동의즐거움","4242483","만천주공A","5111031022","동면","정보없음"
"2025-06-13","이동의즐거움","4242485","발산1리1반","5111034024","남면","정보없음"
"2025-06-13","이동의즐거움","4242487","거두1리1반","5111039021","동내면","정보없음"
"2025-06-13","이동의즐거움","4242492","방동리입구","5111035022","서면","정보없음"
"2025-06-13","이동의즐거움","4242494","서상2리","5111035024","서면","정보없음"
"2025-06-13","이동의즐거움","4242495","서상2리","5111035024","서면","정보없음"
"2025-06-13","이동의즐거움","4242499","행촌리종점","5111040023","남산면","정보없음"
"2025-06-13","이동의즐거움","4242501","관천리종점","5111034021","남면","정보없음"
"2025-06-13","이동의즐거움","4242502","산천2리종점","5111025025","신북읍","정보없음"
"2025-06-13","이동의즐거움","4242504","청평사종점","5111038022","북산면","정보없음"
"2025-06-13","이동의즐거움","4242506","거두2리마을회관","5111039021","동내면","정보없음"
"2025-06-13","이동의즐거움","4242507","신촌1리","5111039022","동내면","정보없음"
"2025-06-13","이동의즐거움","4242509","올미종점","5111012800","신동","정보없음"
"2025-06-13","이동의즐거움","4242511","지암2교","5111036026","사북면","정보없음"
"2025-06-13","이동의즐거움","4242516","구곡폭포종점","5111040027","남산면","정보없음"
"2025-06-13","이동의즐거움","4242517","안보2리종점","5111035030","서면","정보없음"
"2025-06-13","이동의즐거움","4242518","당림초교","5111035029","서면","정보없음"
"2025-06-13","이동의즐거움","4242520","덕두원2리종점","5111035028","서면","정보없음"
"2025-06-13","이동의즐거움","4242523","수동1리종점","5111040024","남산면","정보없음"
"2025-06-13","이동의즐거움","4242525","설미종점","5111033022","신동면","정보없음"
"2025-06-13","이동의즐거움","4242529","혈동2리종점","5111033023","신동면","정보없음"
"2025-06-13","이동의즐거움","4242533","방동리종점","5111035027","서면","정보없음"
"2025-06-13","이동의즐거움","4242538","꿈자람어린이공원","5111011700","근화동","정보없음"
"2025-06-13","이동의즐거움","4242539","꿈자람어린이공원","5111011700","근화동","정보없음"
"2025-06-13","이동의즐거움","4242540","태백교","5111012400","석사동","정보없음"
"2025-06-13","이동의즐거움","4242542","e편한세상","5111011400","소양로2가","정보없음"
"2025-06-13","이동의즐거움","4242543","한신휴플러스","5111011400","소양로2가","정보없음"
"2025-06-13","이동의즐거움","4242544","팔미1리","5111033022","신동면","정보없음"
"2025-06-13","이동의즐거움","4242546","의암리입구","5111033021","신동면","정보없음"
"2025-06-13","이동의즐거움","4242547","장학교차로","5111031023","동면","정보없음"
"2025-06-13","이동의즐거움","4242548","장학부영A","5111031023","동면","정보없음"
"2025-06-13","이동의즐거움","4242549","장학LH1단지","5111031023","동면","정보없음"
"2025-06-13","이동의즐거움","4242553","학곡리","5111039025","동내면","정보없음"
"2025-06-13","이동의즐거움","4242554","학곡리","5111039025","동내면","정보없음"
"2025-06-13","이동의즐거움","4242556","칠전대우A","5111012600","칠전동","정보없음"
"2025-06-13","이동의즐거움","4242557","의암댐","5111033021","신동면","정보없음"
"2025-06-13","이동의즐거움","4242558","의암댐","5111033021","신동면","정보없음"
"2025-06-13","이동의즐거움","4242564","월송1리","5111035026","서면","정보없음"
"2025-06-13","이동의즐거움","4242565","월송1리","5111035026","서면","정보없음"
"2025-06-13","이동의즐거움","4242568","도재활병원삼거리","5111011800","우두동","정보없음"
"2025-06-13","이동의즐거움","4242569","강원도재활병원","5111011800","우두동","정보없음"
"2025-06-13","이동의즐거움","4242570","우두사거리","5111011800","우두동","정보없음"
"2025-06-13","이동의즐거움","4242571","강원도재활병원","5111011800","우두동","정보없음"
"2025-06-13","이동의즐거움","4242575","운전면허시험장","5111025024","신북읍","정보없음"
"2025-06-13","이동의즐거움","4242580","소양호권역홍보관","5111038024","북산면","정보없음"
"2025-06-13","이동의즐거움","4242584","사암2리마을회관","5111039024","동내면","정보없음"
"2025-06-13","이동의즐거움","4242590","장학2리","5111031023","동면","정보없음"
"2025-06-13","이동의즐거움","4242592","장학해온채A","5111031023","동면","정보없음"
"2025-06-13","이동의즐거움","4242597","지내1리","5111025026","신북읍","정보없음"
"2025-06-13","이동의즐거움","4242600","호수요양병원","5111036027","사북면","정보없음"
"2025-06-13","이동의즐거움","4242601","오월교","5111035025","서면","정보없음"
"2025-06-13","이동의즐거움","4242605","장학1리마을회관","5111031023","동면","정보없음"
"2025-06-13","이동의즐거움","4242607","증4리","5111033024","신동면","정보없음"
"2025-06-13","이동의즐거움","4242608","증4리종점","5111033024","신동면","정보없음"
"2025-06-13","이동의즐거움","4242609","신북사거리","5111025021","신북읍","정보없음"
"2025-06-13","이동의즐거움","4242612","강원숲체험장입구","5111035025","서면","정보없음"
"2025-06-13","이동의즐거움","4242616","하일종점","5111031023","동면","정보없음"
"2025-06-13","이동의즐거움","4242617","하일","5111031023","동면","정보없음"
"2025-06-13","이동의즐거움","4242619","장학2리","5111031023","동면","정보없음"
"2025-06-13","이동의즐거움","4242621","장학해온채A","5111031023","동면","정보없음"
"2025-06-13","이동의즐거움","4242624","거두농공단지","5111039021","동내면","정보없음"
"2025-06-13","이동의즐거움","4242625","거두농공단지","5111039021","동내면","정보없음"
"2025-06-13","이동의즐거움","4242627","거두농공단지종점","5111039021","동내면","정보없음"
"2025-06-13","이동의즐거움","4242638","서천리주명교","5111040028","남산면","정보없음"
"2025-06-13","이동의즐거움","4242640","인성학교입구","5111038025","북산면","정보없음"
"2025-06-13","이동의즐거움","4242690","한덕리","5111034027","남면","정보없음"
"2025-06-13","이동의즐거움","4242691","산수리","5111040031","남산면","정보없음"
"2025-06-13","이동의즐거움","4242695","전인고등학교","5111032023","동산면","정보없음"
"2025-06-13","이동의즐거움","4242697","원창교","5111032023","동산면","정보없음"
"2025-06-13","이동의즐거움","4242707","하일입구","5111031023","동면","정보없음"
"2025-06-13","이동의즐거움","4242709","강원고앞","5111031023","동면","정보없음"
"2025-06-13","이동의즐거움","4242717","군자1리","5111032024","동산면","정보없음"
"2025-06-13","이동의즐거움","4242739","산수리감투봉","5111040031","남산면","정보없음"
"2025-06-13","이동의즐거움","4242743","강원체육회관","5111012700","송암동","정보없음"
"2025-06-13","이동의즐거움","4242747","백양2리3반","5111040029","남산면","정보없음"
"2025-06-13","이동의즐거움","4242770","산수1리마을회관","5111040031","남산면","정보없음"
"2025-06-13","이동의즐거움","4242782","방송통신대앞","5111011200","효자동","정보없음"
"2025-06-13","이동의즐거움","4242783","강남동행복센터","5111012100","온의동","정보없음"
"2025-06-13","이동의즐거움","4242784","타워푸르지오A","5111012100","온의동","정보없음"
"2025-06-13","이동의즐거움","4242787","남춘천여중","5111012100","온의동","정보없음"
"2025-06-13","이동의즐거움","4242788","남춘천여중","5111012300","퇴계동","정보없음"
"2025-06-13","이동의즐거움","4242789","한숲시티A","5111012300","퇴계동","정보없음"
"2025-06-13","이동의즐거움","4242790","한숲시티A","5111012300","퇴계동","정보없음"
"2025-06-13","이동의즐거움","4242791","뉴시티코아루A","5111011900","사농동","정보없음"
"2025-06-13","이동의즐거움","4242792","뉴시티코아루A","5111011900","사농동","정보없음"
"2025-06-13","이동의즐거움","4242793","신동초교","5111011800","우두동","정보없음"
"2025-06-13","이동의즐거움","4242794","신동초교","5111011800","우두동","정보없음"
"2025-06-13","이동의즐거움","4242795","천년나무A","5111011800","우두동","정보없음"
"2025-06-13","이동의즐거움","4242796","천년나무A","5111011800","우두동","정보없음"
"2025-06-13","이동의즐거움","4242797","우두사거리","5111011800","우두동","정보없음"
"2025-06-13","이동의즐거움","4242798","국군춘천병원종점","5111012800","신동","정보없음"
"2025-06-13","이동의즐거움","4242804","춘천시청","5111010800","조양동","정보없음"
"2025-06-13","이동의즐거움","4242805","강원대중앙도서관","5111011200","효자동","정보없음"
"2025-06-13","이동의즐거움","4242806","강원대중앙도서관","5111011200","효자동","정보없음"
"2025-06-13","이동의즐거움","4242807","강원대백록관","5111011200","효자동","정보없음"
"2025-06-13","이동의즐거움","4242808","강원대백록관","5111011200","효자동","정보없음"
"2025-06-13","이동의즐거움","4242809","로컬푸드직매장","5111031023","동면","정보없음"
"2025-06-13","이동의즐거움","4242811","소양교차로","5111031023","동면","정보없음"
"2025-06-13","이동의즐거움","4242812","소양교차로","5111031023","동면","정보없음"
"2025-06-13","이동의즐거움","4242813","장학2리입구","5111031023","동면","정보없음"
"2025-06-13","이동의즐거움","4242814","장학2리입구","5111031023","동면","정보없음"
"2025-06-13","이동의즐거움","4242815","아이파크A","5111031023","동면","정보없음"
"2025-06-13","이동의즐거움","4242816","아이파크A","5111031023","동면","정보없음"
"2025-06-13","이동의즐거움","4242817","춘천여고앞","5111031022","동면","정보없음"
"2025-06-13","이동의즐거움","4242818","춘천여고앞","5111031022","동면","정보없음"
"2025-06-13","이동의즐거움","4242819","만천2리마을회관","5111031022","동면","정보없음"
"2025-06-13","이동의즐거움","4242820","만천2리마을회관","5111031022","동면","정보없음"
"2025-06-13","이동의즐거움","4242821","만천로143번길","5111031022","동면","정보없음"
"2025-06-13","이동의즐거움","4242822","만천로143번길","5111031022","동면","정보없음"
"2025-06-13","이동의즐거움","4242823","골든빌리지","5111031022","동면","정보없음"
"2025-06-13","이동의즐거움","4242824","골든빌리지","5111031022","동면","정보없음"
"2025-06-13","이동의즐거움","4242825","거두1리사거리","5111039021","동내면","정보없음"
"2025-06-13","이동의즐거움","4242826","거두1리사거리","5111039021","동내면","정보없음"
"2025-06-13","이동의즐거움","4242829","강변코아루A","5111011800","우두동","정보없음"
"2025-06-13","이동의즐거움","4242830","강변코아루A","5111011800","우두동","정보없음"
"2025-06-13","이동의즐거움","4242832","두산위브A","5111012000","후평동","정보없음"
"2025-06-13","이동의즐거움","4242835","우두택지","5111011800","우두동","정보없음"
"2025-06-13","이동의즐거움","4242836","우두택지","5111011800","우두동","정보없음"
"2025-06-13","이동의즐거움","4242837","샘밭장터","5111025021","신북읍","정보없음"
"2025-06-13","이동의즐거움","4242838","샘밭장터","5111025021","신북읍","정보없음"
"2025-06-13","이동의즐거움","4242839","강원대국제생활관","5111012000","후평동","정보없음"
"2025-06-13","이동의즐거움","4242875","안마산로입구","5111012100","온의동","정보없음"
