수집일자,노선아이디,노선번호,정류장아이디,정류장명,이용시간대,승차건수,하차건수,데이터 기준일자
2025-06-25,42410133,동내202,4240456,석사극동A,8,2,0,2025-12-09
2025-06-25,42410133,동내202,4240768,춘천지방법원,8,2,0,2025-12-09
2025-06-25,42410133,동내202,4240862,춘천사회혁신센터,8,4,0,2025-12-09
2025-06-25,42410133,동내202,4240889,거두2리,8,0,1,2025-12-09
2025-06-25,42410133,동내202,4240983,여성가족연구원,8,2,0,2025-12-09
2025-06-25,42410133,동내202,4241011,럭키A,8,2,0,2025-12-09
2025-06-25,42410133,동내202,4241256,춘천시보건소,8,2,0,2025-12-09
2025-06-25,42410133,동내202,4241600,공지사거리,8,2,0,2025-12-09
2025-06-25,42410133,동내202,4241718,국민연금공단,8,2,0,2025-12-09
2025-06-25,42410133,동내202,4241943,교육대학교,8,2,0,2025-12-09
2025-06-25,42410133,동내202,4242370,중앙로입구,8,4,0,2025-12-09
2025-06-25,42410133,동내202,4242627,거두농공단지종점,8,0,2,2025-12-09
2025-06-25,42410140,동내402,4241232,남부시장,8,2,0,2025-12-09
2025-06-25,42410140,동내402,4241257,춘천초등학교,8,0,2,2025-12-09
2025-06-25,42410140,동내402,4241593,한국토지주택공사,8,2,0,2025-12-09
2025-06-25,42410140,동내402,4242209,중앙로입구,8,0,10,2025-12-09
2025-06-25,42410140,동내402,4242960,중앙시장입구,8,0,1,2025-12-09
2025-06-25,42410141,동내403,4242370,중앙로입구,8,6,0,2025-12-09
2025-06-25,42410162,신동104,4241303,팔미쉼터,8,0,2,2025-12-09
2025-06-25,42410162,신동104,4243015,팔미3교,8,0,1,2025-12-09
2025-06-25,42410164,신동106,4241295,팔미3리,8,4,0,2025-12-09
2025-06-25,42410197,동면301,4241308,포스코후문,8,4,0,2025-12-09
2025-06-25,42410197,동면301,4242182,동부시장,8,2,0,2025-12-09
2025-06-25,42410197,동면301,4242370,중앙로입구,8,0,2,2025-12-09
2025-06-25,42410197,동면301,4242548,장학부영A,8,8,2,2025-12-09
2025-06-25,42410197,동면301,4242619,장학2리,8,2,0,2025-12-09
2025-06-25,42410199,동산501,4240147,석사A,8,4,0,2025-12-09
2025-06-25,42410199,동산501,4240693,조양2리,8,2,0,2025-12-09
2025-06-25,42410199,동산501,4241257,춘천초등학교,8,0,2,2025-12-09
2025-06-25,42410199,동산501,4241317,학곡리종점,8,12,0,2025-12-09
2025-06-25,42410199,동산501,4241583,초록지붕A,8,2,0,2025-12-09
2025-06-25,42410199,동산501,4241593,한국토지주택공사,8,2,0,2025-12-09
2025-06-25,42410199,동산501,4241803,조양4리,8,4,0,2025-12-09
2025-06-25,42410199,동산501,4241822,동산면행복센터,8,2,0,2025-12-09
2025-06-25,42410199,동산501,4241944,교육대학교,8,2,0,2025-12-09
2025-06-25,42410199,동산501,4242142,새술막,8,2,0,2025-12-09
2025-06-25,42410199,동산501,4242209,중앙로입구,8,0,8,2025-12-09
2025-06-25,42410202,동내307,4240010,남춘천역,8,0,6,2025-12-09
2025-06-25,42410202,동내307,4240146,석사삼익A,8,2,2,2025-12-09
2025-06-25,42410202,동내307,4240147,석사A,8,4,2,2025-12-09
2025-06-25,42410202,동내307,4240454,석사교회,8,4,0,2025-12-09
2025-06-25,42410202,동내307,4240455,석사극동A,8,10,0,2025-12-09
2025-06-25,42410202,동내307,4240461,석사사거리,8,2,0,2025-12-09
2025-06-25,42410202,동내307,4240767,법원,8,0,2,2025-12-09
2025-06-25,42410202,동내307,4240983,여성가족연구원,8,0,2,2025-12-09
2025-06-25,42410202,동내307,4241008,온의금호1차,8,2,0,2025-12-09
2025-06-25,42410202,동내307,4241583,초록지붕A,8,6,2,2025-12-09
2025-06-25,42410202,동내307,4241770,동내면행복센터,8,3,0,2025-12-09
2025-06-25,42410202,동내307,4241943,교육대학교,8,0,2,2025-12-09
2025-06-25,42410202,동내307,4242209,중앙로입구,8,0,6,2025-12-09
2025-06-25,42410202,동내307,4242983,고은1리5반,8,0,1,2025-12-09
2025-06-25,42403172,100,4240026,우두사거리,9,2,0,2025-12-09
2025-06-25,42403172,100,4240028,농산물도매시장,9,2,0,2025-12-09
2025-06-25,42403172,100,4240196,신한은행후평동지점,9,0,2,2025-12-09
2025-06-25,42403172,100,4240663,춘천박물관,9,0,2,2025-12-09
2025-06-25,42403172,100,4240770,푸른언덕공원,9,0,2,2025-12-09
2025-06-25,42403172,100,4240865,강원대후문,9,0,4,2025-12-09
2025-06-25,42403172,100,4241312,무릉공원,9,2,0,2025-12-09
2025-06-25,42403172,100,4241563,강동농협장학지점,9,2,0,2025-12-09
2025-06-25,42403172,100,4241697,그랜드A,9,2,2,2025-12-09
2025-06-25,42403172,100,4242292,호반체육관,9,0,4,2025-12-09
2025-06-25,42403172,100,4242835,우두택지,9,2,0,2025-12-09
2025-06-25,42403172,100,4242839,강원대국제생활관,9,3,0,2025-12-09
2025-06-25,42403172,100,4242839,국제생활관,9,3,0,2025-12-09
2025-06-25,42403172,100,4242939,우석로입구,9,1,1,2025-12-09
2025-06-25,42403173,100-1,4240010,남춘천역,9,2,12,2025-12-09
2025-06-25,42403173,100-1,4240018,소양강처녀상,9,0,2,2025-12-09
2025-06-25,42403173,100-1,4240027,우두사거리,9,6,0,2025-12-09
2025-06-25,42403173,100-1,4240162,소양2교,9,0,2,2025-12-09
2025-06-25,42403173,100-1,4240195,충인교회,9,4,0,2025-12-09
2025-06-25,42403173,100-1,4240459,석사동행복센터,9,2,6,2025-12-09
2025-06-25,42403173,100-1,4240460,석사부영A,9,6,0,2025-12-09
2025-06-25,42403173,100-1,4240513,퇴계우성A,9,8,2,2025-12-09
2025-06-25,42403173,100-1,4240662,박물관앞,9,2,0,2025-12-09
2025-06-25,42403173,100-1,4240769,푸른언덕공원,9,6,2,2025-12-09
2025-06-25,42403173,100-1,4240860,강동농협장학지점,9,0,2,2025-12-09
2025-06-25,42403173,100-1,4240863,강원대학병원,9,2,0,2025-12-09
2025-06-25,42403173,100-1,4241008,온의금호1차,9,2,2,2025-12-09
2025-06-25,42403173,100-1,4241028,그랜드A,9,2,0,2025-12-09
2025-06-25,42403173,100-1,4241242,박물관입구,9,2,0,2025-12-09
2025-06-25,42403173,100-1,4241306,포스코더샵A,9,0,2,2025-12-09
2025-06-25,42403173,100-1,4241313,무릉공원,9,2,0,2025-12-09
2025-06-25,42403173,100-1,4241606,퇴계주공2차,9,2,0,2025-12-09
2025-06-25,42403173,100-1,4241647,케이티앤지,9,2,0,2025-12-09
2025-06-25,42403173,100-1,4241916,청구.동아A,9,8,0,2025-12-09
2025-06-25,42403173,100-1,4241924,청와A,9,0,2,2025-12-09
2025-06-25,42403173,100-1,4242080,춘천우체국,9,4,0,2025-12-09
2025-06-25,42403173,100-1,4242194,춘천역육교앞,9,4,2,2025-12-09
2025-06-25,42403173,100-1,4242291,우석중학교,9,2,0,2025-12-09
2025-06-25,42403173,100-1,4242314,후평동종점,9,2,2,2025-12-09
2025-06-25,42403173,100-1,4242424,부강연립앞,9,0,2,2025-12-09
2025-06-25,42403173,100-1,4242547,장학교차로,9,0,4,2025-12-09
2025-06-25,42403173,100-1,4242570,우두사거리,9,2,0,2025-12-09
2025-06-25,42403173,100-1,4242782,방송통신대앞,9,0,2,2025-12-09
2025-06-25,42403173,100-1,4242812,소양교차로,9,2,2,2025-12-09
2025-06-25,42403174,200,4240020,남춘천역,9,16,2,2025-12-09
2025-06-25,42403174,200,4240035,봉의A,9,8,0,2025-12-09
2025-06-25,42403174,200,4240037,봉의중학교,9,4,2,2025-12-09
2025-06-25,42403174,200,4240239,휴먼타운A,9,2,0,2025-12-09
2025-06-25,42403174,200,4240457,석사대우A,9,2,4,2025-12-09
2025-06-25,42403174,200,4240474,크로바A,9,4,0,2025-12-09
2025-06-25,42403174,200,4240478,토우시장,9,0,2,2025-12-09
2025-06-25,42403174,200,4240484,퇴계우성A,9,2,2,2025-12-09
2025-06-25,42403174,200,4240489,퇴계주공4차,9,8,0,2025-12-09
2025-06-25,42403174,200,4240495,퇴계주공9차,9,6,2,2025-12-09
2025-06-25,42403174,200,4240496,춘천고용복지센터,9,2,6,2025-12-09
2025-06-25,42403174,200,4240512,로데오거리,9,0,2,2025-12-09
2025-06-25,42403174,200,4240514,뜨란채A,9,6,2,2025-12-09
2025-06-25,42403174,200,4240719,중앙하이츠2차,9,4,0,2025-12-09
2025-06-25,42403174,200,4240869,거두1리,9,2,0,2025-12-09
2025-06-25,42403174,200,4240893,성우오스타A,9,2,4,2025-12-09
2025-06-25,42403174,200,4240972,명동입구,9,18,4,2025-12-09
2025-06-25,42403174,200,4241007,온의금호1차,9,14,2,2025-12-09
2025-06-25,42403174,200,4241011,럭키A,9,4,2,2025-12-09
2025-06-25,42403174,200,4241071,육림고개,9,0,2,2025-12-09
2025-06-25,42403174,200,4241256,춘천시보건소,9,2,0,2025-12-09
2025-06-25,42403174,200,4241308,포스코후문,9,4,2,2025-12-09
2025-06-25,42403174,200,4241374,거두리주공A,9,0,4,2025-12-09
2025-06-25,42403174,200,4241592,시청입구,9,2,0,2025-12-09
2025-06-25,42403174,200,4241596,춘천중학교,9,2,0,2025-12-09
2025-06-25,42403174,200,4241600,공지사거리,9,4,0,2025-12-09
2025-06-25,42403174,200,4241652,유앤아이A,9,2,4,2025-12-09
2025-06-25,42403174,200,4241684,교동초교입구,9,2,0,2025-12-09
2025-06-25,42403174,200,4241697,그랜드A,9,6,10,2025-12-09
2025-06-25,42403174,200,4241737,대룡중학교,9,0,4,2025-12-09
2025-06-25,42403174,200,4241768,도민일보,9,2,0,2025-12-09
2025-06-25,42403174,200,4242029,동산A,9,14,0,2025-12-09
2025-06-25,42403174,200,4242041,거두리부영A,9,8,4,2025-12-09
2025-06-25,42403174,200,4242055,동면만천농협,9,0,2,2025-12-09
2025-06-25,42403174,200,4242182,동부시장,9,2,0,2025-12-09
2025-06-25,42403174,200,4242208,중앙시장.중앙초교,9,4,0,2025-12-09
2025-06-25,42403174,200,4242310,대우A,9,4,6,2025-12-09
2025-06-25,42403174,200,4242312,후평주공4단지후문,9,4,0,2025-12-09
2025-06-25,42403174,200,4242363,후평동종점,9,10,0,2025-12-09
2025-06-25,42403174,200,4242370,중앙로입구,9,6,0,2025-12-09
2025-06-25,42403174,200,4242379,케이티앤지,9,2,0,2025-12-09
2025-06-25,42403174,200,4242483,만천주공A,9,2,2,2025-12-09
2025-06-25,42403174,200,4242817,춘천여고앞,9,0,2,2025-12-09
2025-06-25,42403175,200-1,4240010,남춘천역,9,10,22,2025-12-09
2025-06-25,42403175,200-1,4240021,호반베르디움,9,14,0,2025-12-09
2025-06-25,42403175,200-1,4240034,봉의A,9,0,2,2025-12-09
2025-06-25,42403175,200-1,4240036,봉의중학교,9,0,2,2025-12-09
2025-06-25,42403175,200-1,4240151,퇴계현대3차,9,16,2,2025-12-09
2025-06-25,42403175,200-1,4240154,현진에버빌2차,9,10,0,2025-12-09
2025-06-25,42403175,200-1,4240157,성원초등학교,9,4,4,2025-12-09
2025-06-25,42403175,200-1,4240460,석사부영A,9,16,0,2025-12-09
2025-06-25,42403175,200-1,4240488,퇴계주공4차,9,10,8,2025-12-09
2025-06-25,42403175,200-1,4240490,퇴계주공6차,9,6,2,2025-12-09
2025-06-25,42403175,200-1,4240494,퇴계주공7단지,9,18,0,2025-12-09
2025-06-25,42403175,200-1,4240503,투탑시티,9,20,14,2025-12-09
2025-06-25,42403175,200-1,4240513,퇴계우성A,9,2,2,2025-12-09
2025-06-25,42403175,200-1,4240610,기계공고,9,0,2,2025-12-09
2025-06-25,42403175,200-1,4240868,거두1리,9,2,0,2025-12-09
2025-06-25,42403175,200-1,4240894,거두리부영A,9,6,8,2025-12-09
2025-06-25,42403175,200-1,4240899,명동입구,9,6,6,2025-12-09
2025-06-25,42403175,200-1,4241008,온의금호1차,9,20,2,2025-12-09
2025-06-25,42403175,200-1,4241012,풍물시장,9,10,8,2025-12-09
2025-06-25,42403175,200-1,4241028,그랜드A,9,12,0,2025-12-09
2025-06-25,42403175,200-1,4241253,춘천중학교,9,4,2,2025-12-09
2025-06-25,42403175,200-1,4241257,춘천초등학교,9,0,4,2025-12-09
2025-06-25,42403175,200-1,4241307,포스코후문,9,0,6,2025-12-09
2025-06-25,42403175,200-1,4241375,성우오스타A,9,8,0,2025-12-09
2025-06-25,42403175,200-1,4241512,M백화점,9,6,2,2025-12-09
2025-06-25,42403175,200-1,4241567,석사2지구A,9,14,0,2025-12-09
2025-06-25,42403175,200-1,4241606,퇴계주공2차,9,4,0,2025-12-09
2025-06-25,42403175,200-1,4241647,케이티앤지,9,2,4,2025-12-09
2025-06-25,42403175,200-1,4241663,농협후석로지점,9,0,4,2025-12-09
2025-06-25,42403175,200-1,4241665,공지사거리,9,0,2,2025-12-09
2025-06-25,42403175,200-1,4241665,공지천사거리,9,0,2,2025-12-09
2025-06-25,42403175,200-1,4241683,교동초교입구,9,2,4,2025-12-09
2025-06-25,42403175,200-1,4241691,유앤아이A,9,6,0,2025-12-09
2025-06-25,42403175,200-1,4241767,도민일보,9,0,2,2025-12-09
2025-06-25,42403175,200-1,4241923,청실A,9,2,0,2025-12-09
2025-06-25,42403175,200-1,4242028,소방서,9,0,4,2025-12-09
2025-06-25,42403175,200-1,4242052,만천초교,9,10,0,2025-12-09
2025-06-25,42403175,200-1,4242080,춘천우체국,9,2,14,2025-12-09
2025-06-25,42403175,200-1,4242183,동부시장,9,4,2,2025-12-09
2025-06-25,42403175,200-1,4242209,중앙로입구,9,12,28,2025-12-09
2025-06-25,42403175,200-1,4242311,후평주공4단지,9,6,2,2025-12-09
2025-06-25,42403175,200-1,4242482,만천주공A,9,6,0,2025-12-09
2025-06-25,42403175,200-1,4242547,장학교차로,9,4,0,2025-12-09
2025-06-25,42403175,200-1,4242621,장학해온채A,9,2,0,2025-12-09
2025-06-25,42403175,200-1,4242920,무림정사입구,9,2,0,2025-12-09
2025-06-25,42403175,200-1,4242920,상공회의소,9,2,0,2025-12-09
2025-06-25,42403177,300,4240010,남춘천역,9,2,50,2025-12-09
2025-06-25,42403177,300,4240017,춘천역,9,0,10,2025-12-09
2025-06-25,42403177,300,4240036,봉의중학교,9,6,0,2025-12-09
2025-06-25,42403177,300,4240037,봉의중학교,9,4,0,2025-12-09
2025-06-25,42403177,300,4240156,한림대학교,9,10,6,2025-12-09
2025-06-25,42403177,300,4240195,충인교회,9,26,0,2025-12-09
2025-06-25,42403177,300,4240196,신한은행후평동지점,9,4,2,2025-12-09
2025-06-25,42403177,300,4240240,은행나무공원,9,2,0,2025-12-09
2025-06-25,42403177,300,4240473,크로바A,9,0,2,2025-12-09
2025-06-25,42403177,300,4240474,크로바A,9,2,0,2025-12-09
2025-06-25,42403177,300,4240500,한진한성,9,12,2,2025-12-09
2025-06-25,42403177,300,4240501,퇴계현대1차,9,6,0,2025-12-09
2025-06-25,42403177,300,4240766,법원,9,0,6,2025-12-09
2025-06-25,42403177,300,4240767,법원,9,0,2,2025-12-09
2025-06-25,42403177,300,4240768,춘천지방법원,9,4,8,2025-12-09
2025-06-25,42403177,300,4240769,푸른언덕공원,9,8,2,2025-12-09
2025-06-25,42403177,300,4240861,병무청앞,9,14,0,2025-12-09
2025-06-25,42403177,300,4240863,강원대학병원,9,14,4,2025-12-09
2025-06-25,42403177,300,4240864,강원대학병원,9,2,6,2025-12-09
2025-06-25,42403177,300,4240865,강원대후문,9,0,2,2025-12-09
2025-06-25,42403177,300,4240866,강원대후문,9,8,0,2025-12-09
2025-06-25,42403177,300,4240867,강원일보,9,0,4,2025-12-09
2025-06-25,42403177,300,4241234,성심경로당,9,10,0,2025-12-09
2025-06-25,42403177,300,4241247,춘천시청별관,9,2,4,2025-12-09
2025-06-25,42403177,300,4241249,춘천역,9,40,0,2025-12-09
2025-06-25,42403177,300,4241307,포스코후문,9,2,6,2025-12-09
2025-06-25,42403177,300,4241308,포스코후문,9,4,2,2025-12-09
2025-06-25,42403177,300,4241509,시외버스터미널,9,4,18,2025-12-09
2025-06-25,42403177,300,4241591,소양로우체국,9,6,4,2025-12-09
2025-06-25,42403177,300,4241647,케이티앤지,9,2,0,2025-12-09
2025-06-25,42403177,300,4241718,국민연금공단,9,4,0,2025-12-09
2025-06-25,42403177,300,4241719,국민연금공단,9,0,6,2025-12-09
2025-06-25,42403177,300,4242090,한림대학교,9,6,18,2025-12-09
2025-06-25,42403177,300,4242191,인성병원,9,2,8,2025-12-09
2025-06-25,42403177,300,4242204,일성트루엘A,9,4,0,2025-12-09
2025-06-25,42403177,300,4242269,향교,9,4,0,2025-12-09
2025-06-25,42403177,300,4242386,남춘천역,9,28,1,2025-12-09
2025-06-25,42403177,300,4242386,남춘천역2번출구,9,28,1,2025-12-09
2025-06-25,42403177,300,4242433,강원대정문,9,14,10,2025-12-09
2025-06-25,42403177,300,4242436,강원대정문,9,16,0,2025-12-09
2025-06-25,42403177,300,4242804,춘천시청,9,2,0,2025-12-09
2025-06-25,42403177,300,4242805,강원대중앙도서관,9,8,0,2025-12-09
2025-06-25,42403177,300,4242806,강원대중앙도서관,9,0,14,2025-12-09
2025-06-25,42403177,300,4242807,강원대백록관,9,4,4,2025-12-09
2025-06-25,42403177,300,4242808,강원대백록관,9,6,28,2025-12-09
2025-06-25,42403177,300,4242928,역골교삼거리,9,0,1,2025-12-09
2025-06-25,42403177,300,4242928,퇴계행복센터,9,0,1,2025-12-09
2025-06-25,42403178,400,4240010,남춘천역,9,4,0,2025-12-09
2025-06-25,42403178,400,4240021,호반베르디움,9,4,0,2025-12-09
2025-06-25,42403178,400,4240025,홈플러스,9,2,0,2025-12-09
2025-06-25,42403178,400,4240480,퇴계금호A,9,2,0,2025-12-09
2025-06-25,42403178,400,4240494,퇴계주공7단지,9,0,2,2025-12-09
2025-06-25,42403178,400,4240497,퇴계한주A,9,2,0,2025-12-09
2025-06-25,42403178,400,4240503,투탑시티,9,4,2,2025-12-09
2025-06-25,42403178,400,4240893,성우오스타A,9,0,2,2025-12-09
2025-06-25,42403178,400,4240894,거두리부영A,9,2,2,2025-12-09
2025-06-25,42403178,400,4240949,신북읍행복센터,9,2,0,2025-12-09
2025-06-25,42403178,400,4241244,춘천한샘고등학교,9,0,8,2025-12-09
2025-06-25,42403178,400,4241374,거두리주공A,9,0,4,2025-12-09
2025-06-25,42403178,400,4241375,성우오스타A,9,6,0,2025-12-09
2025-06-25,42403178,400,4241510,시외버스터미널,9,0,4,2025-12-09
2025-06-25,42403178,400,4241737,대룡중학교,9,0,2,2025-12-09
2025-06-25,42403178,400,4242041,거두리부영A,9,2,0,2025-12-09
2025-06-25,42403178,400,4242547,장학교차로,9,6,0,2025-12-09
2025-06-25,42403178,400,4242592,장학해온채A,9,2,0,2025-12-09
2025-06-25,42403178,400,4242621,장학해온채A,9,4,0,2025-12-09
2025-06-25,42403178,400,4242788,남춘천여중,9,2,0,2025-12-09
2025-06-25,42403178,400,4242789,한숲시티A,9,2,0,2025-12-09
2025-06-25,42403178,400,4242790,한숲시티A,9,4,0,2025-12-09
2025-06-25,42403178,400,4242812,소양교차로,9,2,0,2025-12-09
2025-06-25,42403178,400,4242815,아이파크A,9,4,0,2025-12-09
2025-06-25,42403178,400,4242816,아이파크A,9,4,0,2025-12-09
2025-06-25,42403178,400,4242818,춘천여고앞,9,4,0,2025-12-09
2025-06-25,42403178,400,4242823,골든빌리지,9,0,2,2025-12-09
2025-06-25,42403178,400,4242826,거두1리사거리,9,0,2,2025-12-09
2025-06-25,42403179,1,4240146,석사삼익A,9,4,0,2025-12-09
2025-06-25,42403179,1,4240147,석사A,9,10,2,2025-12-09
2025-06-25,42403179,1,4240148,석사A,9,4,0,2025-12-09
2025-06-25,42403179,1,4240195,충인교회,9,14,2,2025-12-09
2025-06-25,42403179,1,4240454,석사교회,9,2,0,2025-12-09
2025-06-25,42403179,1,4240455,석사극동A,9,2,0,2025-12-09
2025-06-25,42403179,1,4240456,석사극동A,9,2,2,2025-12-09
2025-06-25,42403179,1,4240517,원창고개입구,9,0,4,2025-12-09
2025-06-25,42403179,1,4240611,춘천기계공고,9,2,0,2025-12-09
2025-06-25,42403179,1,4240768,춘천지방법원,9,0,8,2025-12-09
2025-06-25,42403179,1,4240769,푸른언덕공원,9,12,0,2025-12-09
2025-06-25,42403179,1,4240770,푸른언덕공원,9,0,2,2025-12-09
2025-06-25,42403179,1,4240861,병무청앞,9,2,0,2025-12-09
2025-06-25,42403179,1,4240862,춘천사회혁신센터,9,6,2,2025-12-09
2025-06-25,42403179,1,4240863,강원대학병원,9,10,2,2025-12-09
2025-06-25,42403179,1,4240864,강원대학병원,9,0,2,2025-12-09
2025-06-25,42403179,1,4240899,명동입구,9,4,2,2025-12-09
2025-06-25,42403179,1,4240972,명동입구,9,2,2,2025-12-09
2025-06-25,42403179,1,4240973,남부사거리,9,2,0,2025-12-09
2025-06-25,42403179,1,4240976,양우A,9,2,0,2025-12-09
2025-06-25,42403179,1,4240977,양우A,9,8,0,2025-12-09
2025-06-25,42403179,1,4240983,여성가족연구원,9,0,6,2025-12-09
2025-06-25,42403179,1,4240985,여성가족연구원,9,2,0,2025-12-09
2025-06-25,42403179,1,4241009,모아엘가A,9,2,0,2025-12-09
2025-06-25,42403179,1,4241010,미소지움.방송대,9,8,2,2025-12-09
2025-06-25,42403179,1,4241232,남부시장,9,2,0,2025-12-09
2025-06-25,42403179,1,4241252,학곡2리,9,0,4,2025-12-09
2025-06-25,42403179,1,4241254,춘천중학교정문,9,0,2,2025-12-09
2025-06-25,42403179,1,4241255,엘타워.미소지움,9,6,0,2025-12-09
2025-06-25,42403179,1,4241256,춘천시보건소,9,4,4,2025-12-09
2025-06-25,42403179,1,4241257,춘천초등학교,9,0,6,2025-12-09
2025-06-25,42403179,1,4241306,포스코더샵A,9,2,4,2025-12-09
2025-06-25,42403179,1,4241317,학곡리종점,9,12,0,2025-12-09
2025-06-25,42403179,1,4241569,한국전력공사입구,9,2,0,2025-12-09
2025-06-25,42403179,1,4241583,초록지붕A,9,8,0,2025-12-09
2025-06-25,42403179,1,4241592,시청입구,9,0,8,2025-12-09
2025-06-25,42403179,1,4241593,한국토지주택공사,9,6,0,2025-12-09
2025-06-25,42403179,1,4241594,약사롯데캐슬,9,2,0,2025-12-09
2025-06-25,42403179,1,4241666,춘천청소년수련관,9,8,0,2025-12-09
2025-06-25,42403179,1,4241711,남부시장,9,2,6,2025-12-09
2025-06-25,42403179,1,4241944,교육대학교,9,2,0,2025-12-09
2025-06-25,42403179,1,4242059,동광오거리,9,4,0,2025-12-09
2025-06-25,42403179,1,4242085,학곡리종점,9,0,2,2025-12-09
2025-06-25,42403179,1,4242091,장애인종합복지관,9,0,2,2025-12-09
2025-06-25,42403179,1,4242181,동보A,9,4,0,2025-12-09
2025-06-25,42403179,1,4242182,동부시장,9,4,4,2025-12-09
2025-06-25,42403179,1,4242183,동부시장,9,0,2,2025-12-09
2025-06-25,42403179,1,4242208,중앙시장.중앙초교,9,0,2,2025-12-09
2025-06-25,42403179,1,4242209,중앙로입구,9,6,6,2025-12-09
2025-06-25,42403179,1,4242298,중부지구대,9,2,0,2025-12-09
2025-06-25,42403179,1,4242368,후평중학교,9,2,0,2025-12-09
2025-06-25,42403179,1,4242370,중앙로입구,9,8,2,2025-12-09
2025-06-25,42403179,1,4242409,수협,9,4,0,2025-12-09
2025-06-25,42403179,1,4242466,춘천자원,9,0,10,2025-12-09
2025-06-25,42403179,1,4242548,장학부영A,9,34,0,2025-12-09
2025-06-25,42403179,1,4242554,학곡리,9,4,0,2025-12-09
2025-06-25,42403179,1,4242621,장학해온채A,9,2,0,2025-12-09
2025-06-25,42403180,2,4240146,석사삼익A,9,0,2,2025-12-09
2025-06-25,42403180,2,4240152,봄내초교,9,10,0,2025-12-09
2025-06-25,42403180,2,4240156,한림대학교,9,14,0,2025-12-09
2025-06-25,42403180,2,4240158,세경3차,9,0,2,2025-12-09
2025-06-25,42403180,2,4240455,석사극동A,9,8,0,2025-12-09
2025-06-25,42403180,2,4240482,남부초교,9,4,2,2025-12-09
2025-06-25,42403180,2,4240483,퇴계동입구,9,0,4,2025-12-09
2025-06-25,42403180,2,4240485,퇴계우체국,9,8,0,2025-12-09
2025-06-25,42403180,2,4240486,퇴계주공1차,9,20,2,2025-12-09
2025-06-25,42403180,2,4240487,퇴계주공3.4차,9,2,4,2025-12-09
2025-06-25,42403180,2,4240496,춘천고용복지센터,9,2,2,2025-12-09
2025-06-25,42403180,2,4240500,한진한성,9,2,0,2025-12-09
2025-06-25,42403180,2,4240501,퇴계현대1차,9,4,0,2025-12-09
2025-06-25,42403180,2,4240502,퇴계현대1차,9,16,2,2025-12-09
2025-06-25,42403180,2,4240512,로데오거리,9,0,8,2025-12-09
2025-06-25,42403180,2,4240518,휴먼시아2차,9,4,2,2025-12-09
2025-06-25,42403180,2,4240658,춘천농협,9,0,2,2025-12-09
2025-06-25,42403180,2,4240659,춘천농협,9,4,8,2025-12-09
2025-06-25,42403180,2,4240860,강동농협장학지점,9,6,0,2025-12-09
2025-06-25,42403180,2,4240972,명동입구,9,8,4,2025-12-09
2025-06-25,42403180,2,4240981,현진에버빌1차,9,8,0,2025-12-09
2025-06-25,42403180,2,4241007,온의금호1차,9,8,0,2025-12-09
2025-06-25,42403180,2,4241008,온의금호1차,9,4,4,2025-12-09
2025-06-25,42403180,2,4241010,미소지움.방송대,9,2,4,2025-12-09
2025-06-25,42403180,2,4241011,럭키A,9,2,4,2025-12-09
2025-06-25,42403180,2,4241012,풍물시장,9,4,4,2025-12-09
2025-06-25,42403180,2,4241064,유승한내들,9,4,2,2025-12-09
2025-06-25,42403180,2,4241065,유승한내들,9,4,0,2025-12-09
2025-06-25,42403180,2,4241247,춘천시청별관,9,0,2,2025-12-09
2025-06-25,42403180,2,4241248,춘천시청별관,9,2,2,2025-12-09
2025-06-25,42403180,2,4241253,춘천중학교,9,2,0,2025-12-09
2025-06-25,42403180,2,4241254,춘천중학교정문,9,4,0,2025-12-09
2025-06-25,42403180,2,4241255,엘타워.미소지움,9,2,0,2025-12-09
2025-06-25,42403180,2,4241256,춘천시보건소,9,2,0,2025-12-09
2025-06-25,42403180,2,4241257,춘천초등학교,9,0,8,2025-12-09
2025-06-25,42403180,2,4241504,시립요양원입구,9,2,0,2025-12-09
2025-06-25,42403180,2,4241509,시외버스터미널,9,2,12,2025-12-09
2025-06-25,42403180,2,4241510,시외버스터미널,9,12,6,2025-12-09
2025-06-25,42403180,2,4241563,강동농협장학지점,9,0,2,2025-12-09
2025-06-25,42403180,2,4241570,세경3차,9,14,0,2025-12-09
2025-06-25,42403180,2,4241581,퇴계주공3.4차,9,12,2,2025-12-09
2025-06-25,42403180,2,4241583,초록지붕A,9,26,0,2025-12-09
2025-06-25,42403180,2,4241590,동보빌리지,9,2,0,2025-12-09
2025-06-25,42403180,2,4241591,소양로우체국,9,2,0,2025-12-09
2025-06-25,42403180,2,4241596,춘천중학교,9,0,2,2025-12-09
2025-06-25,42403180,2,4241604,퇴계주공2차,9,10,10,2025-12-09
2025-06-25,42403180,2,4241605,봄내초등학교,9,4,2,2025-12-09
2025-06-25,42403180,2,4241716,남춘천중학교,9,2,2,2025-12-09
2025-06-25,42403180,2,4242028,소방서,9,0,4,2025-12-09
2025-06-25,42403180,2,4242029,동산A,9,4,0,2025-12-09
2025-06-25,42403180,2,4242080,춘천우체국,9,2,4,2025-12-09
2025-06-25,42403180,2,4242090,한림대학교,9,2,8,2025-12-09
2025-06-25,42403180,2,4242169,열린공원,9,4,0,2025-12-09
2025-06-25,42403180,2,4242180,동보빌리지,9,14,0,2025-12-09
2025-06-25,42403180,2,4242191,인성병원,9,4,10,2025-12-09
