위도,경도,구분,명칭,주소,개수,담당부서,기준일자
37.79759,127.77401,정류장,폴리텍대학,강원특별자치도 춘천시 원창리 333-8,1,교통과,2026-06-01
37.80374,127.77365,정류장,원창2리,강원특별자치도 춘천시 원창리 118-5,1,교통과,2026-06-01
37.76643,127.7823,정류장,봉명리,강원특별자치도 춘천시 봉명리 1114,1,교통과,2026-06-01
37.76676,127.76685,정류장,원무골,강원특별자치도 춘천시 조양리 806,1,교통과,2026-06-01
37.865,127.75018,정류장,우석초교,강원특별자치도 춘천시 석사동 754,1,교통과,2026-06-01
37.86696,127.75605,정류장,그랜드A,강원특별자치도 춘천시 석사동 783,1,교통과,2026-06-01
37.94622,127.70724,정류장,용산3리,강원특별자치도 춘천시 용산리 352,1,교통과,2026-06-01
37.94581,127.70734,정류장,용산3리,강원특별자치도 춘천시 용산리 357-7,1,교통과,2026-06-01
37.96261,127.67859,정류장,한강수력본부,강원특별자치도 춘천시 용산리 717-3,1,교통과,2026-06-01
37.94281,127.71089,정류장,용산1리,강원특별자치도 춘천시 용산리 314-2,1,교통과,2026-06-01
37.94273,127.71066,정류장,용산1리,강원특별자치도 춘천시 용산리 311-3,1,교통과,2026-06-01
37.92627,127.73737,정류장,올미종점,강원특별자치도 춘천시 신동 340-1,1,교통과,2026-06-01
37.92141,127.73839,정류장,여우고개,강원특별자치도 춘천시 신동 66-4,1,교통과,2026-06-01
37.86578,127.72134,정류장,온의사거리,강원특별자치도 춘천시 온의동 21-42,1,교통과,2026-06-01
37.86734,127.71739,정류장,풍물시장,강원특별자치도 춘천시 온의동 545-4,2,교통과,2026-06-01
37.86657,127.71821,정류장,럭키A,강원특별자치도 춘천시 온의동 148-11,1,교통과,2026-06-01
37.87329,127.72014,정류장,미소지움/방송대,강원특별자치도 춘천시 근화동 715,1,교통과,2026-06-01
37.86888,127.71614,정류장,온의금호1차,강원특별자치도 춘천시 온의동 65-31,2,교통과,2026-06-01
37.86872,127.71582,정류장,온의금호1차,강원특별자치도 춘천시 온의동 571,1,교통과,2026-06-01
37.91617,127.78225,정류장,지내1리(옥광산입구),강원특별자치도 춘천시 지내리 279-1,1,교통과,2026-06-01
38.04268,127.62197,정류장,오탄1리,강원특별자치도 춘천시 오탄리 195-2,1,교통과,2026-06-01
38.04171,127.601,정류장,오탄3리종점,강원특별자치도 춘천시 오탄리 산 107,1,교통과,2026-06-01
38.05404,127.59509,정류장,오탄2리,강원특별자치도 춘천시 오탄리 산 65-7,1,교통과,2026-06-01
38.04686,127.61601,정류장,오탄1리,강원특별자치도 춘천시 오탄리 505-9,1,교통과,2026-06-01
37.98015,127.64218,정류장,오월유원지,강원특별자치도 춘천시 오월리 193,1,교통과,2026-06-01
37.98354,127.64466,정류장,오월교입구,강원특별자치도 춘천시 오월리 157,1,교통과,2026-06-01
37.95059,127.75563,정류장,오동초등학교,강원특별자치도 춘천시 산천리 310-6,1,교통과,2026-06-01
37.85613,127.74853,정류장,여성가족연구원,강원특별자치도 춘천시 석사동 316-10,1,교통과,2026-06-01
37.85577,127.74872,정류장,여성가족연구원,강원특별자치도 춘천시 석사동 691,1,교통과,2026-06-01
37.85124,127.743,정류장,퇴계주공6단지,강원특별자치도 춘천시 석사동 870,1,교통과,2026-06-01
37.85034,127.74735,정류장,현진에버빌1차,강원특별자치도 춘천시 석사동 895,1,교통과,2026-06-01
37.87141,127.70168,정류장,상상마당입구,강원특별자치도 춘천시 삼천동 194-1,1,교통과,2026-06-01
37.86831,127.73052,정류장,양우A,강원특별자치도 춘천시 효자2동 699-12,1,교통과,2026-06-01
37.86796,127.73154,정류장,양우A,강원특별자치도 춘천시 효자2동 701,1,교통과,2026-06-01
37.87212,127.72306,정류장,모아엘가A,강원특별자치도 춘천시 약사동 160-17,1,교통과,2026-06-01
37.87205,127.72362,정류장,모아엘가A,강원특별자치도 춘천시 약사동 161,1,교통과,2026-06-01
37.87971,127.72668,정류장,명동입구,강원특별자치도 춘천시 중앙로2가  90,1,교통과,2026-06-01
37.89184,127.68983,정류장,현암리,강원특별자치도 춘천시 현암리 309-1,1,교통과,2026-06-01
37.89259,127.68997,정류장,애니메이션박물관,강원특별자치도 춘천시 현암리 842,1,교통과,2026-06-01
37.84263,127.56753,정류장,안보2리입구,강원특별자치도 춘천시 안보리 698-10,1,교통과,2026-06-01
37.83785,127.57698,정류장,탑동마을,강원특별자치도 춘천시 안보리 620-5,1,교통과,2026-06-01
38.02611,127.63991,정류장,신포중학교,강원특별자치도 춘천시 신포리 374-2,1,교통과,2026-06-01
38.01657,127.63411,정류장,신포리,강원특별자치도 춘천시 신포리 468-1,1,교통과,2026-06-01
38.01666,127.63403,정류장,신포리,강원특별자치도 춘천시 신포리 486,1,교통과,2026-06-01
38.02516,127.64,정류장,신포1리,강원특별자치도 춘천시 신포리 330-21,1,교통과,2026-06-01
37.85409,127.77998,정류장,신촌1리,강원특별자치도 춘천시 신촌리 147-3,1,교통과,2026-06-01
37.84892,127.75825,정류장,신촌3리,강원특별자치도 춘천시 신촌리 569-2,1,교통과,2026-06-01
37.85009,127.77069,정류장,신촌1리,강원특별자치도 춘천시 신촌리 337-6,1,교통과,2026-06-01
37.85369,127.77606,정류장,신촌1리,강원특별자치도 춘천시 신촌리 220-9,1,교통과,2026-06-01
37.86895,127.75254,정류장,청구/진흥A,강원특별자치도 춘천시 효자2동 192-1,1,교통과,2026-06-01
37.8691,127.75274,정류장,청구/진흥A,강원특별자치도 춘천시 석사동 727-7,1,교통과,2026-06-01
38.0452,127.64509,정류장,현지사,강원특별자치도 춘천시 지촌리 산 28,1,교통과,2026-06-01
38.03365,127.64059,정류장,지촌3리,강원특별자치도 춘천시 지촌리 430-1,1,교통과,2026-06-01
38.05061,127.64283,정류장,지촌2리,강원특별자치도 춘천시 지촌리 산 16,1,교통과,2026-06-01
38.05049,127.64272,정류장,지촌2리,강원특별자치도 춘천시 지촌리 238-1,1,교통과,2026-06-01
37.87721,127.75193,정류장,우미린후문,강원특별자치도 춘천시 후평2동 795-12,1,교통과,2026-06-01
37.87803,127.7511,정류장,한국국토정보공사,강원특별자치도 춘천시 후평2동 67-9,1,교통과,2026-06-01
37.98174,127.609,정류장,지암산천마을,강원특별자치도 춘천시 지암리 638,1,교통과,2026-06-01
37.97533,127.59526,정류장,지암2교,강원특별자치도 춘천시 지암리 460-2,1,교통과,2026-06-01
37.97705,127.63584,정류장,지암리,강원특별자치도 춘천시 지암리 13-1,1,교통과,2026-06-01
37.9501,127.73064,정류장,지내리,강원특별자치도 춘천시 지내리 986-23,1,교통과,2026-06-01
37.91725,127.78461,정류장,지내2리,강원특별자치도 춘천시 지내리 708-1,1,교통과,2026-06-01
37.96196,127.7305,정류장,지내1리마을회관,강원특별자치도 춘천시 지내리 37-7,1,교통과,2026-06-01
37.91172,127.78176,정류장,지내1리,강원특별자치도 춘천시 지내리 237-8,1,교통과,2026-06-01
37.80757,127.70996,정류장,증2리,강원특별자치도 춘천시 증리 산 101-2,1,교통과,2026-06-01
37.85456,127.73726,정류장,중앙하이츠1차,강원특별자치도 춘천시 퇴계동 183-7,1,교통과,2026-06-01
37.85445,127.73673,정류장,중앙하이츠1차,강원특별자치도 춘천시 퇴계동 183-8,1,교통과,2026-06-01
37.87749,127.7242,정류장,중앙시장환승센터,강원특별자치도 춘천시 중앙로3가 60-8,3,교통과,2026-06-01
37.87835,127.72499,정류장,중앙시장/중앙초교,강원특별자치도 춘천시 중앙로2가  55-3,1,교통과,2026-06-01
37.8785,127.72548,정류장,중앙시장,강원특별자치도 춘천시 중앙로2가 59,1,교통과,2026-06-01
37.87178,127.69724,정류장,중도선착장,강원특별자치도 춘천시 삼천동 290-2,1,교통과,2026-06-01
37.87749,127.74849,정류장,일성트루엘A,강원특별자치도 춘천시 후평2동 67-3,1,교통과,2026-06-01
37.86824,127.7228,정류장,KBS방송국,강원특별자치도 춘천시 퇴계동 739-5,1,교통과,2026-06-01
37.86765,127.72272,정류장,KBS방송국,강원특별자치도 춘천시 퇴계동 729-5,1,교통과,2026-06-01
37.75584,127.78372,정류장,조양4리,강원특별자치도 춘천시 조양리 765-9,1,교통과,2026-06-01
37.75576,127.78467,정류장,조양4리,강원특별자치도 춘천시 조양리 766-2,1,교통과,2026-06-01
37.75766,127.77867,정류장,신세계주유소,강원특별자치도 춘천시 조양리 868-8,1,교통과,2026-06-01
37.87307,127.71386,정류장,조각공원,강원특별자치도 춘천시 근화동 322-3,1,교통과,2026-06-01
37.83375,127.72904,정류장,정족2리입구,강원특별자치도 춘천시 증리 716-4,1,교통과,2026-06-01
37.83153,127.73447,정류장,정족2리,강원특별자치도 춘천시 정족리 1070,1,교통과,2026-06-01
37.83221,127.67396,정류장,사천왕사,강원특별자치도 춘천시 덕두원리 산 164-12,1,교통과,2026-06-01
37.88888,127.74928,정류장,정부합동청사,강원특별자치도 춘천시 후평1동 243-3,1,교통과,2026-06-01
37.86151,127.70706,정류장,정법사,강원특별자치도 춘천시 삼천동 83,1,교통과,2026-06-01
37.79489,127.64248,정류장,방곡1리,강원특별자치도 춘천시 방곡리 2-4,1,교통과,2026-06-01
37.80042,127.63871,정류장,방곡1리,강원특별자치도 춘천시 방곡리 325-12,1,교통과,2026-06-01
37.79751,127.63981,정류장,방곡1리,강원특별자치도 춘천시 방곡리 292-16,1,교통과,2026-06-01
37.73898,127.62421,정류장,발산치안센터,강원특별자치도 춘천시 발산리 248-10,1,교통과,2026-06-01
37.73875,127.63129,정류장,발산2리,강원특별자치도 춘천시 발산리 49-4,1,교통과,2026-06-01
37.95991,127.75559,정류장,발산1리,강원특별자치도 춘천시 발산리 640-1,1,교통과,2026-06-01
37.95119,127.74721,정류장,발산1리,강원특별자치도 춘천시 산천리 323-7,1,교통과,2026-06-01
37.74579,127.71021,정류장,광판2리,강원특별자치도 춘천시 광판리 1178-1,1,교통과,2026-06-01
37.7413,127.57241,정류장,가정1리회관앞,강원특별자치도 춘천시 가정리 1135-1,1,교통과,2026-06-01
37.87352,127.73406,정류장,동부새마을금고,강원특별자치도 춘천시 효자2동 121,1,교통과,2026-06-01
37.873,127.7269,정류장,문화예술회관,강원특별자치도 춘천시 효자1동 714,1,교통과,2026-06-01
37.87294,127.72712,정류장,문화예술회관,강원특별자치도 춘천시 효자1동 536-1,1,교통과,2026-06-01
37.76754,127.76566,정류장,모래재,강원특별자치도 춘천시 조양리 산 132-7,1,교통과,2026-06-01
37.89998,127.73468,정류장,명진학교,강원특별자치도 춘천시 우두동 401,1,교통과,2026-06-01
37.88324,127.6295,정류장,덕두2리종점,강원특별자치도 춘천시 덕두원리 산 163-5,1,교통과,2026-06-01
37.87912,127.72627,정류장,명동입구,강원특별자치도 춘천시 중앙로2가  86,1,교통과,2026-06-01
37.85446,127.71029,정류장,춘천예비군훈련장,강원특별자치도 춘천시 온의동 436-2,1,교통과,2026-06-01
37.9455,127.75158,정류장,면허시험장입구,강원특별자치도 춘천시 산천리 216-18,1,교통과,2026-06-01
37.87965,127.76532,정류장,스위첸A,강원특별자치도 춘천시 만천리 589-3,1,교통과,2026-06-01
37.87955,127.76572,정류장,스위첸A,강원특별자치도 춘천시 만천리 614-10,1,교통과,2026-06-01
37.88526,127.74947,정류장,동광오거리,강원특별자치도 춘천시 후평1동 721-18,1,교통과,2026-06-01
37.8847,127.74947,정류장,동광오거리,강원특별자치도 춘천시 후평3동 729-2,1,교통과,2026-06-01
37.87603,127.78538,정류장,만천리종점,강원특별자치도 춘천시 만천리 125-4,1,교통과,2026-06-01
37.8817,127.761,정류장,동면만천농협,강원특별자치도 춘천시 만천리 877-1,1,교통과,2026-06-01
37.88192,127.76073,정류장,동면만천농협,강원특별자치도 춘천시 만천리 877-2,1,교통과,2026-06-01
37.87503,127.77814,정류장,만천3리마을회관,강원특별자치도 춘천시 만천리 296,1,교통과,2026-06-01
37.88269,127.75814,정류장,만천초교,강원특별자치도 춘천시 만천리 151-3,1,교통과,2026-06-01
37.87767,127.77059,정류장,만천로입구,강원특별자치도 춘천시 만천리 466-10,1,교통과,2026-06-01
37.88264,127.75862,정류장,만천초교,강원특별자치도 춘천시 만천리 823-1,1,교통과,2026-06-01
37.8852,127.75593,정류장,양지교,강원특별자치도 춘천시 만천리 796-1,1,교통과,2026-06-01
37.88547,127.75561,정류장,양지교,강원특별자치도 춘천시 만천리 795-8,1,교통과,2026-06-01
37.86569,127.69244,정류장,마삼래,강원특별자치도 춘천시 삼천동 377-22,1,교통과,2026-06-01
37.8538,127.71512,정류장,가압펌프장,강원특별자치도 춘천시 온의동 345-3,1,교통과,2026-06-01
37.89953,127.73082,정류장,삼성동부A,강원특별자치도 춘천시 우두동 1068,1,교통과,2026-06-01
37.89971,127.73087,정류장,롯데인벤스,강원특별자치도 춘천시 우두동 699-6,1,교통과,2026-06-01
37.85561,127.75154,정류장,거두리부영A,강원특별자치도 춘천시 거두리 923,1,교통과,2026-06-01
37.85424,127.75054,정류장,로데오거리,강원특별자치도 춘천시 석사동 1-1,1,교통과,2026-06-01
37.82486,127.66078,정류장,삼악산,강원특별자치도 춘천시 덕두원리 112-5,1,교통과,2026-06-01
37.82498,127.66041,정류장,삼악산,강원특별자치도 춘천시 덕두원리  산 174-7(임야),1,교통과,2026-06-01
37.90202,127.72821,정류장,두미르A,강원특별자치도 춘천시 우두동 691-13,1,교통과,2026-06-01
37.90265,127.72739,정류장,두미르A,강원특별자치도 춘천시 우두동 742-1,1,교통과,2026-06-01
37.75226,127.79126,정류장,동산중학교,강원특별자치도 춘천시 동산면 703-1,1,교통과,2026-06-01
37.88921,127.74211,정류장,동산A,강원특별자치도 춘천시 후평1동 719,1,교통과,2026-06-01
37.88913,127.7425,정류장,소방서,강원특별자치도 춘천시 후평1동 257-31,1,교통과,2026-06-01
37.7541,127.79587,정류장,동산면행복센터,강원특별자치도 춘천시 조양리 350-2,1,교통과,2026-06-01
37.87632,127.73345,정류장,동부시장,강원특별자치도 춘천시 운교동 181-11,1,교통과,2026-06-01
37.87659,127.73428,정류장,동부시장,강원특별자치도 춘천시 운교동 182-6,1,교통과,2026-06-01
37.86179,127.74215,정류장,동보A,강원특별자치도 춘천시 석사동 417-3,1,교통과,2026-06-01
37.88372,127.74108,정류장,동보빌리지,강원특별자치도 춘천시 후평1동 846-3,1,교통과,2026-06-01
37.90403,127.78037,정류장,동면치안센터,강원특별자치도 춘천시 감정리 399-25,1,교통과,2026-06-01
37.90414,127.78038,정류장,동면치안센터,강원특별자치도 춘천시 감정리 399-10,1,교통과,2026-06-01
37.91363,127.78227,정류장,동면지내리,강원특별자치도 춘천시 지내리 299-2,1,교통과,2026-06-01
37.89373,127.75823,정류장,노루묵저수지,강원특별자치도 춘천시 장학리 233-7,1,교통과,2026-06-01
37.90997,127.78136,정류장,동면행정복지센터,강원특별자치도 춘천시 지내리 209-26,1,교통과,2026-06-01
37.85042,127.76572,정류장,동내초교,강원특별자치도 춘천시 신촌리 673,1,교통과,2026-06-01
37.88988,127.75171,정류장,동광주유소,강원특별자치도 춘천시 후평1동 175-25,1,교통과,2026-06-01
37.82722,127.67006,정류장,덕두원3리,강원특별자치도 춘천시 덕두원리 83-4,1,교통과,2026-06-01
37.86598,127.65555,정류장,명월제1교,강원특별자치도 춘천시 덕두원리 447-1,1,교통과,2026-06-01
37.85363,127.66185,정류장,봉덕사입구,강원특별자치도 춘천시 덕두원리 277-5,1,교통과,2026-06-01
37.85449,127.66647,정류장,버덩마을,강원특별자치도 춘천시 덕두원리 790,1,교통과,2026-06-01
37.85259,127.66893,정류장,덕두원1리2반,강원특별자치도 춘천시 덕두원리 166-9,1,교통과,2026-06-01
37.84817,127.74366,정류장,대룡중학교,강원특별자치도 춘천시 퇴계동 1027,1,교통과,2026-06-01
37.83079,127.61541,정류장,당림2리,강원특별자치도 춘천시 당림리 375-1,1,교통과,2026-06-01
37.83037,127.61526,정류장,당림2리,강원특별자치도 춘천시 당림리 377-2,1,교통과,2026-06-01
37.90056,127.73559,정류장,농업기술원,강원특별자치도 춘천시 우두동 400-14,1,교통과,2026-06-01
37.90923,127.73965,정류장,농촌공사춘천지소,강원특별자치도 춘천시 우두동 150-7,1,교통과,2026-06-01
37.90973,127.73935,정류장,농촌공사춘천지소,강원특별자치도 춘천시 우두동 483-2,1,교통과,2026-06-01
37.9032,127.73776,정류장,도재활병원삼거리,강원특별자치도 춘천시 우두동 409-5,1,교통과,2026-06-01
37.77692,127.76481,정류장,논골입구,강원특별자치도 춘천시 군자리 21-2,1,교통과,2026-06-01
37.77687,127.76462,정류장,논골입구,강원특별자치도 춘천시 원창리 1264-19,1,교통과,2026-06-01
37.86385,127.73122,정류장,국민연금공단,강원특별자치도 춘천시 퇴계동 972-16,1,교통과,2026-06-01
37.86041,127.72187,정류장,남춘천초교,강원특별자치도 춘천시 온의동 561,1,교통과,2026-06-01
37.86059,127.72139,정류장,남춘천중학교,강원특별자치도 춘천시 온의동 561,1,교통과,2026-06-01
37.79149,127.64606,정류장,남산면행복센터,강원특별자치도 춘천시 창촌리 46-25,1,교통과,2026-06-01
37.87063,127.726,정류장,남부시장,강원특별자치도 춘천시 효자1동 684-11,1,교통과,2026-06-01
37.87011,127.72748,정류장,남부시장,강원특별자치도 춘천시 효자1동 673-12,1,교통과,2026-06-01
37.73167,127.6011,정류장,남면행정복지센터,강원특별자치도 춘천시 발산리 685-10,1,교통과,2026-06-01
37.73123,127.6006,정류장,발산1리,강원특별자치도 춘천시 발산리 685-2,1,교통과,2026-06-01
37.81935,127.71679,정류장,김유정문학촌,강원특별자치도 춘천시 증리 861-15,1,교통과,2026-06-01
37.8955,127.68621,정류장,금산3리,강원특별자치도 춘천시 금산리 1120-2,1,교통과,2026-06-01
37.90201,127.69716,정류장,금산2리,강원특별자치도 춘천시 금산리 495-9,1,교통과,2026-06-01
37.89627,127.69073,정류장,시청자미디어센터,강원특별자치도 춘천시 금산리 1029-2,1,교통과,2026-06-01
37.89604,127.6906,정류장,시청자미디어센터,강원특별자치도 춘천시 금산리 1030-2,1,교통과,2026-06-01
37.91126,127.70376,정류장,과수원마을입구,강원특별자치도 춘천시 금산리 1121-6,1,교통과,2026-06-01
37.88816,127.72462,정류장,근화초교,강원특별자치도 춘천시 소양로2가  174-11,1,교통과,2026-06-01
37.8833,127.71447,정류장,춘천역육교앞,강원특별자치도 춘천시 근화동 564-1,1,교통과,2026-06-01
37.88146,127.71345,정류장,청와A,강원특별자치도 춘천시 근화동 497-1,1,교통과,2026-06-01
37.86683,127.7563,정류장,그랜드A,강원특별자치도 춘천시 석사동 722-2,1,교통과,2026-06-01
37.75206,127.73297,정류장,군자3리,강원특별자치도 춘천시 군자리 1208-66,1,교통과,2026-06-01
37.75439,127.73849,정류장,군자3리,강원특별자치도 춘천시 군자리 792-6,1,교통과,2026-06-01
37.7565,127.74292,정류장,군자공원묘지,강원특별자치도 춘천시 군자리 696-2,1,교통과,2026-06-01
37.74853,127.72219,정류장,군자1리,강원특별자치도 춘천시 군자리 987-7,1,교통과,2026-06-01
37.77074,127.76431,정류장,국립춘천병원,강원특별자치도 춘천시 원창리 산 421-10,1,교통과,2026-06-01
37.79722,127.61643,정류장,구곡폭포종점,강원특별자치도 춘천시 강촌리 432-43,1,교통과,2026-06-01
37.8778,127.73812,정류장,교동초교입구,강원특별자치도 춘천시 효자3동 760,1,교통과,2026-06-01
37.72604,127.69878,정류장,광판중학교입구,강원특별자치도 춘천시 광판리 1139,1,교통과,2026-06-01
37.72263,127.69957,정류장,광판중학교,강원특별자치도 춘천시 광판리 555-5,1,교통과,2026-06-01
37.74294,127.71022,정류장,광판2리,강원특별자치도 춘천시 광판리 114-1,1,교통과,2026-06-01
37.74427,127.71305,정류장,광판2리,강원특별자치도 춘천시 광판리 128-4,1,교통과,2026-06-01
37.73274,127.70653,정류장,광판1리,강원특별자치도 춘천시 광판리 591-241,1,교통과,2026-06-01
37.73299,127.70678,정류장,광판,강원특별자치도 춘천시 광판리 1139-2,1,교통과,2026-06-01
38.01469,127.62701,정류장,신포리,강원특별자치도 춘천시 신포리 630-3,1,교통과,2026-06-01
37.87437,127.74098,정류장,춘천청소년수련관,강원특별자치도 춘천시 효자3동 615-2,1,교통과,2026-06-01
37.85723,127.73525,정류장,퇴계환승센터,강원특별자치도 춘천시 퇴계동 288-21,1,교통과,2026-06-01
37.85789,127.73464,정류장,퇴계환승센터,강원특별자치도 춘천시 퇴계동 988,1,교통과,2026-06-01
37.87421,127.71474,정류장,공지천사거리,강원특별자치도 춘천시 근화동 292-4,1,교통과,2026-06-01
37.87431,127.7146,정류장,공지사거리,강원특별자치도 춘천시 근화동 265-11,1,교통과,2026-06-01
37.88508,127.74676,정류장,신성교회,강원특별자치도 춘천시 후평1동 719,1,교통과,2026-06-01
37.85901,127.85333,정류장,곡골,강원특별자치도 춘천시 상걸리 601-2,1,교통과,2026-06-01
37.96437,127.67634,정류장,고탄입구,강원특별자치도 춘천시 용산리 산 101-1,1,교통과,2026-06-01
37.98817,127.70512,정류장,고탄,강원특별자치도 춘천시 고탄리 244-7,1,교통과,2026-06-01
37.84044,127.73442,정류장,고창말,강원특별자치도 춘천시 정족리 1057,1,교통과,2026-06-01
37.84553,127.78867,정류장,고은리종점,강원특별자치도 춘천시 고은리 583,1,교통과,2026-06-01
37.84863,127.77768,정류장,고은2리,강원특별자치도 춘천시 고은리 583,1,교통과,2026-06-01
37.84667,127.78205,정류장,고은1리,강원특별자치도 춘천시 고은리 184-1,1,교통과,2026-06-01
37.92515,127.74677,정류장,신북읍행복센터,강원특별자치도 춘천시 율문리 287,1,교통과,2026-06-01
37.92523,127.7469,정류장,신북읍행복센터,강원특별자치도 춘천시 율문리 316,3,교통과,2026-06-01
37.92197,127.71147,정류장,신매대교,강원특별자치도 춘천시 신매리 817-2,1,교통과,2026-06-01
37.91819,127.71156,정류장,신매3리,강원특별자치도 춘천시 신매리 887,1,교통과,2026-06-01
37.91592,127.71104,정류장,신매3리,강원특별자치도 춘천시 신매리 123,1,교통과,2026-06-01
37.93584,127.70284,정류장,신매1리,강원특별자치도 춘천시 서상리 1042-1,1,교통과,2026-06-01
37.92976,127.722,정류장,신동초교,강원특별자치도 춘천시 신동 894-8,1,교통과,2026-06-01
37.92992,127.72175,정류장,신동초교,강원특별자치도 춘천시 신동 894-4,1,교통과,2026-06-01
37.93187,127.72203,정류장,신동초등학교,강원특별자치도 춘천시 신동 903-8,1,교통과,2026-06-01
37.92777,127.72141,정류장,신동보급대,강원특별자치도 춘천시 사농동 245-22,1,교통과,2026-06-01
37.81716,127.71504,정류장,김유정역,강원특별자치도 춘천시 증리 929-4,1,교통과,2026-06-01
37.79923,127.70886,정류장,삼포유원지입구,강원특별자치도 춘천시 증리 1043-166,1,교통과,2026-06-01
37.87874,127.72912,정류장,명동입구,강원특별자치도 춘천시 조양동 49-23,1,교통과,2026-06-01
37.87961,127.72865,정류장,명동입구,강원특별자치도 춘천시 조양동 37-17,1,교통과,2026-06-01
37.86291,127.71768,정류장,시외버스터미널,강원특별자치도 춘천시 온의동 228-15,1,교통과,2026-06-01
37.86376,127.71724,정류장,시외버스터미널,강원특별자치도 춘천시 온의동 511,1,교통과,2026-06-01
37.86368,127.71989,정류장,시외버스터미널,강원특별자치도 춘천시 온의동 514,1,교통과,2026-06-01
37.86411,127.71976,정류장,시외버스터미널,강원특별자치도 춘천시 온의동 512-4,1,교통과,2026-06-01
37.87137,127.70841,정류장,시립청소년도서관,강원특별자치도 춘천시 삼천동 22-4,1,교통과,2026-06-01
37.87196,127.70822,정류장,공지천분수대,강원특별자치도 춘천시 삼천동 15,1,교통과,2026-06-01
37.87067,127.69318,정류장,(구)승마장,강원특별자치도 춘천시 삼천동 425-9,1,교통과,2026-06-01
37.8506,127.75,정류장,시립요양원입구,강원특별자치도 춘천시 석사동 897,1,교통과,2026-06-01
37.98615,127.89261,정류장,수청교,강원특별자치도 춘천시 오항리 242-2,1,교통과,2026-06-01
37.76644,127.64343,정류장,수동2리,강원특별자치도 춘천시 수동리 618-3,1,교통과,2026-06-01
37.77346,127.67902,정류장,수동1리종점,강원특별자치도 춘천시 수동리 109-4,1,교통과,2026-06-01
37.78132,127.65402,정류장,수동1리입구,강원특별자치도 춘천시 수동리 432-4,1,교통과,2026-06-01
37.77695,127.66157,정류장,수동1리,강원특별자치도 춘천시 수동리 353-3,1,교통과,2026-06-01
37.99289,127.69071,정류장,송암리,강원특별자치도 춘천시 송암리 520-4,1,교통과,2026-06-01
37.85203,127.68957,정류장,송암동,강원특별자치도 춘천시 송암동 172-3,1,교통과,2026-06-01
38.00345,127.69205,정류장,송암3반,강원특별자치도 춘천시 송암리 130-4,1,교통과,2026-06-01
37.92527,127.77057,정류장,솔밭종점,강원특별자치도 춘천시 지내리 742-9,1,교통과,2026-06-01
37.90534,127.73941,정류장,소양초교,강원특별자치도 춘천시 우두동 150-7,1,교통과,2026-06-01
37.90587,127.73938,정류장,소양초교,강원특별자치도 춘천시 우두동 442-6,1,교통과,2026-06-01
37.9061,127.72463,정류장,소양중학교,강원특별자치도 춘천시 사농동 82-3,1,교통과,2026-06-01
37.90513,127.72499,정류장,소양중학교,강원특별자치도 춘천시 사농동 65-17,1,교통과,2026-06-01
37.88914,127.72506,정류장,소양로2가,강원특별자치도 춘천시 소양로2가  175-6,1,교통과,2026-06-01
37.89146,127.72572,정류장,소양로1가,강원특별자치도 춘천시 소양로1가  98-21,1,교통과,2026-06-01
37.93821,127.80166,정류장,소양강댐주차장,강원특별자치도 춘천시 천전리 8-4,1,교통과,2026-06-01
37.89959,127.72858,정류장,소양2교,강원특별자치도 춘천시 우두동 1074,1,교통과,2026-06-01
37.89996,127.72835,정류장,사우사거리,강원특별자치도 춘천시 우두동 1052,1,교통과,2026-06-01
37.88067,127.75488,정류장,초록지붕8차,강원특별자치도 춘천시 후평3동 33117,1,교통과,2026-06-01
37.88077,127.7547,정류장,초록지붕6차,강원특별자치도 춘천시 후평3동 32874,1,교통과,2026-06-01
37.88484,127.74415,정류장,세경3차,강원특별자치도 춘천시 후평1동 740-13,1,교통과,2026-06-01
37.88451,127.7437,정류장,세경3차,강원특별자치도 춘천시 후평1동 842-14,1,교통과,2026-06-01
37.84813,127.74339,정류장,성원초등학교,강원특별자치도 춘천시 퇴계동 1027,1,교통과,2026-06-01
37.85273,127.74132,정류장,퇴계주공5차A,강원특별자치도 춘천시 석사동 871,1,교통과,2026-06-01
37.8528,127.74154,정류장,현진에버빌2차,강원특별자치도 춘천시 석사동 871,1,교통과,2026-06-01
37.80992,127.67905,정류장,설미종점,강원특별자치도 춘천시 팔미리 861-130,1,교통과,2026-06-01
37.85657,127.742,정류장,봄내초교,강원특별자치도 춘천시 석사동 796,1,교통과,2026-06-01
37.85642,127.74174,정류장,봄내초등학교,강원특별자치도 춘천시 석사동 815,1,교통과,2026-06-01
37.85451,127.74099,정류장,퇴계현대3차,강원특별자치도 춘천시 석사동 820,1,교통과,2026-06-01
37.86281,127.73904,정류장,석사A,강원특별자치도 춘천시 석사동 717,1,교통과,2026-06-01
37.86289,127.73933,정류장,석사A,강원특별자치도 춘천시 효자2동 280,1,교통과,2026-06-01
37.85308,127.75104,정류장,석사삼익A,강원특별자치도 춘천시 석사동 114-5,3,교통과,2026-06-01
37.85324,127.75117,정류장,초록지붕A,강원특별자치도 춘천시 거두리 924,3,교통과,2026-06-01
37.85952,127.74511,정류장,석사사거리,강원특별자치도 춘천시 석사동 5-11,1,교통과,2026-06-01
37.8691,127.75608,정류장,석사부영A,강원특별자치도 춘천시 석사동 783,1,교통과,2026-06-01
37.85921,127.74273,정류장,석사동행복센터,강원특별자치도 춘천시 석사동 671,1,교통과,2026-06-01
