boarding_stop_id,boarding_stop_names,legal_district_codes,legal_district_names,stop_no,management_id,current_stop_name,longitude,latitude,midday_boardings,match_status,match_method,confidence,source_record_count,boarding_sample_period,mapping_source_dates
4240503,투탑시티,5111012300,퇴계동,,,,,,778,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4240506,탑골,5111040022,남산면,,,,,,0,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4240511,증3리,5111033024,신동면,,,,,,2,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4240512,로데오거리,5111012400,석사동,,,,,,68,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4240513,퇴계우성A,5111012300,퇴계동,,,,,,270,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4240514,뜨란채A,5111012300,퇴계동,,,,,,228,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4240517,원창고개입구,5111039025,동내면,,,,,,0,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4240518,휴먼시아2차,5111012300,퇴계동,,,,,,32,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4240520,성신양회,5111011700,근화동,,,,,,6,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4240521,사농현대A,5111011900,사농동,,,,,,36,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4240523,강원체고앞,5111012700,송암동,,,,,,0,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4240524,용산1리,5111025027,신북읍,1326,250001158,용산1리,127.71417,37.93921,0,direct,molit_mobile_stop_no_to_chuncheon_stop_no,high,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4240525,용산1리,5111012800,신동,1325,250001157,용산1리,127.71395,37.93905,16,direct,molit_mobile_stop_no_to_chuncheon_stop_no,high,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4240528,용산2리,5111025027,신북읍,,,,,,8,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4240531,신포리,5111036021,사북면,,,,,,6,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4240533,지암리,5111036026,사북면,1203,250001024,지암리(4),127.60395,37.97923,12,inferred,tago_route_number_and_adjacent_stop_unique,medium,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4240535,지암리,5111036026,사북면,1314,250001146,지암리,127.60405,37.97912,2,inferred,tago_route_number_and_adjacent_stop_unique,medium,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4240536,눈썰매장입구,5111036026,사북면,1201,250001022,눈썰매장입구,127.59894,37.97498,20,inferred,unique_stop_name_candidate,high,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4240537,해피초원목장,5111036027,사북면,,,,,,4,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4240540,인형극장,5111011900,사농동,,,,,,0,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4240610,기계공고,5111012000,후평동,,,,,,0,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4240611,춘천기계공고,5111012000,후평동,,,,,,450,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4240613,기계공고,5111012000,후평동,,,,,,0,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4240657,강원생명과학고,5111011900,사농동,1372,250001373,강원생명과학고,127.72324,37.90903,378,inferred,tago_route_number_and_adjacent_stop_unique,medium,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4240658,춘천농협,5111011400,소양로2가,,,,,,144,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4240659,춘천농협,5111011500,소양로3가,,,,,,278,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4240661,춘천댐종점,5111035025,서면,,,,,,24,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4240662,박물관앞,5111012400,석사동,,,,,,64,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4240663,춘천박물관,5111012400,석사동,,,,,,8,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4240672,광판1리,5111040022,남산면,,,,,,,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4240679,박암리,5111034022,남면,,,,,,2,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4240680,후동1리,5111034025,남면,,,,,,,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4240681,창촌3리,5111040025,남산면,,,,,,2,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4240683,창촌1리,5111040025,남산면,,,,,,2,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4240687,상걸교,5111031030,동면,,,,,,2,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4240693,조양2리,5111032021,동산면,,,,,,6,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4240694,정족1리입구,5111033025,신동면,1259,250027151,정족1리입구,127.73103,37.84277,,direct,molit_mobile_stop_no_to_chuncheon_stop_no,high,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4240698,증2리,5111033024,신동면,,,,,,,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4240699,정족1리입구,5111033025,신동면,,,,,,4,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4240704,발산2리(치안센터),5111034024,남면,,,,,,,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4240709,후동리,5111034025,남면,,,,,,,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4240719,중앙하이츠2차,5111012300,퇴계동,2000,250026588,중앙하이츠2차,127.73563,37.85698,162,inferred,unique_stop_name_candidate,high,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4240736,안보1리,5111035030,서면,,,,,,10,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4240738,고탄리(성탄교앞),5111036027,사북면,,,,,,4,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4240739,고성2리(초설),5111036028,사북면,,,,,,4,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4240740,고성2리(용화산입구),5111036028,사북면,,,,,,2,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4240744,고은2리,5111039023,동내면,,,,,,2,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4240749,방동2리,5111035027,서면,,,,,,4,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4240750,방동2리,5111035027,서면,,,,,,,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4240751,방동2리,5111035027,서면,,,,,,2,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4240753,송암스포츠타운,5111012700,송암동,,,,,,0,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4240754,방죽기,5111033025,신동면,,,,,,8,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4240755,방죽기,5111033025,신동면,,,,,,0,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4240756,배나무골,5111012100,온의동,,,,,,64,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4240757,배나무골,5111012100,온의동,,,,,,88,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4240758,백양1리,5111040029,남산면,,,,,,2,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4240759,백양1리,5111040029,남산면,,,,,,0,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4240764,백양리종점,5111040029,남산면,,,,,,2,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4240765,번개시장,5111011300,소양로1가,,,,,,160,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4240766,법원,5111011200,효자동,,,,,,62,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4240767,법원,5111011200,효자동,,,,,,58,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4240768,춘천지방법원,5111011200,효자동,,,,,,240,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4240769,푸른언덕공원,5111011200,효자동,,,,,,636,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4240770,푸른언덕공원,5111012000,후평동,,,,,,108,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4240771,보안사거리,5111012000,후평동,,,,,,192,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4240772,보안사거리,5111012000,후평동,,,,,,98,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4240783,광판1리|광판1리_보건소,5111040022,남산면,,,,,,12,unresolved,,,2,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4240789,수동1리,5111040024,남산면,,,,,,8,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4240790,창촌1리,5111040025,남산면,1525,250001794,창촌1리,127.6471,37.78958,16,inferred,tago_route_number_and_adjacent_stop_unique,medium,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4240793,후동1리,5111034025,남면,,,,,,0,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4240797,가정3리,5111034023,남면,,,,,,2,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4240798,가정3리,5111034023,남면,,,,,,4,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4240860,강동농협장학지점,5111012000,후평동,,,,,,196,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4240861,병무청앞,5111011200,효자동,,,,,,450,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4240862,춘천사회혁신센터,5111011200,효자동,,,,,,152,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4240863,강원대학병원,5111011200,효자동,,,,,,914,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4240864,강원대학병원,5111011200,효자동,,,,,,244,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4240865,강원대후문,5111011200,효자동,,,,,,470,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4240866,강원대후문,5111011200,효자동,,,,,,590,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4240867,강원일보,5111010200,요선동,,,,,,154,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4240868,거두1리,5111039021,동내면,,,,,,44,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4240869,거두1리,5111039021,동내면,,,,,,30,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4240870,폴리텍2캠퍼스,5111011800,우두동,,,,,,130,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4240871,강촌1리4반,5111040027,남산면,,,,,,12,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4240875,강촌리,5111040027,남산면,,,,,,10,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4240880,강촌유원지,5111040027,남산면,,,,,,88,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4240884,탑동마을,5111035030,서면,,,,,,2,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4240887,거두2리,5111039021,동내면,,,,,,2,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4240889,거두2리,5111039021,동내면,,,,,,0,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4240890,거두2리마을회관,5111039021,동내면,,,,,,7,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4240893,성우오스타A,5111039021,동내면,,,,,,118,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4240894,거두리부영A,5111039021,동내면,,,,,,264,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4240896,면허시험장입구,5111025024,신북읍,,,,,,78,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4240897,춘천예비군훈련장,5111012600,칠전동,,,,,,2,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4240898,춘천예비군훈련장,5111012600,칠전동,,,,,,14,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4240899,명동입구,5111010500,중앙로2가,,,,,,2796,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4240901,명진학교,5111011800,우두동,1817,250001496,명진학교,127.73477,37.89997,264,direct,molit_mobile_stop_no_to_chuncheon_stop_no,high,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4240902,춘천여고,5111031022,동면,,,,,,82,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4240903,문화예술회관,5111011200,효자동,,,,,,32,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4240904,문화주택,5111012000,후평동,,,,,,2,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4240905,미려골,5111011200,효자동,,,,,,18,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4240906,동부새마을금고,5111011200,효자동,,,,,,116,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4240907,밀알재활원,5111033023,신동면,,,,,,4,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4240908,밀알재활원,5111033023,신동면,,,,,,,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4240912,가정1리회관앞,5111034023,남면,,,,,,10,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4240921,광판2리,5111040022,남산면,,,,,,12,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4240923,발산1리,5111034024,남면,,,,,,2,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4240924,발산1리,5111034024,남면,,,,,,0,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4240926,발산1리,5111025025,신북읍,,,,,,,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4240927,발산2리,5111034024,남면,,,,,,2,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4240928,발산2리,5111034024,남면,,,,,,,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4240929,발산2리,5111025025,신북읍,2599,250026874,발산2리,127.76235,37.96157,2,inferred,tago_route_number_and_adjacent_stop_unique,medium,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4240931,발산2리,5111025025,신북읍,,,,,,12,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4240932,발산2리,5111025025,신북읍,,,,,,,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4240935,발산치안센터,5111034024,남면,,,,,,2,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4240939,방곡1리,5111040026,남산면,,,,,,6,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4240940,방곡1리,5111040026,남산면,1782,250001451,방곡1리,127.63992,37.7978,,direct,molit_mobile_stop_no_to_chuncheon_stop_no,high,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4240942,방곡1리,5111040026,남산면,1780,250001449,방곡1리,127.63895,37.80055,4,direct,molit_mobile_stop_no_to_chuncheon_stop_no,high,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4240943,방곡1리,5111040026,남산면,1779,250001448,방곡1리,127.63972,37.7977,2,direct,molit_mobile_stop_no_to_chuncheon_stop_no,high,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4240944,신매3리,5111035023,서면,,,,,,2,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4240946,신매대교,5111035023,서면,,,,,,0,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4240947,신매대교,5111035023,서면,,,,,,14,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4240948,신북읍행복센터,5111025021,신북읍,,,,,,360,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4240949,신북읍행복센터,5111025021,신북읍,,,,,,368,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4240953,신촌1리,5111039022,동내면,,,,,,14,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4240955,신촌1리,5111039022,동내면,,,,,,2,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4240956,신촌3리,5111039022,동내면,,,,,,1,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4240957,신촌1리,5111039022,동내면,,,,,,3,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4240958,신포리,5111036021,사북면,,,,,,2,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4240959,신포리,5111036021,사북면,,,,,,,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4240960,신포중학교,5111036021,사북면,,,,,,8,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4240963,아침못종점,5111025023,신북읍,,,,,,4,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4240968,애니메이션박물관,5111035021,서면,1675,250002033,애니메이션박물관,127.69007,37.89253,8,direct,molit_mobile_stop_no_to_chuncheon_stop_no,high,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4240972,명동입구,5111010500,중앙로2가,,,,,,5034,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4240973,남부사거리,5111011200,효자동,,,,,,318,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4240976,양우A,5111011200,효자동,,,,,,272,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4240977,양우A,5111011200,효자동,,,,,,138,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4240979,상상마당입구,5111012500,삼천동,,,,,,4,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4240981,현진에버빌1차,5111012400,석사동,1661,250002018,현진에버빌1차,127.74756,37.85038,316,direct,molit_mobile_stop_no_to_chuncheon_stop_no,high,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4240982,퇴계주공6단지,5111012400,석사동,,,,,,268,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4240983,여성가족연구원,5111012400,석사동,,,,,,34,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4240984,원창4리,5111032023,동산면,,,,,,4,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4240985,여성가족연구원,5111012400,석사동,,,,,,282,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4240988,오동초등학교,5111025024,신북읍,,,,,,8,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4240989,오동초등학교,5111025024,신북읍,1656,265000745,화물공영차고지,127.76246,37.822,0,direct,molit_mobile_stop_no_to_chuncheon_stop_no,high,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4240991,오월교입구,5111035025,서면,,,,,,2,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4240992,오월리입구,5111035025,서면,1652,250002007,오월리입구,127.65562,37.97852,2,direct,molit_mobile_stop_no_to_chuncheon_stop_no,high,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4240994,오월리종점,5111035025,서면,,,,,,0,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4240995,오월유원지,5111035025,서면,,,,,,12,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4240999,오탄1리,5111036023,사북면,,,,,,8,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241001,오탄2리,5111036023,사북면,,,,,,0,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241002,오탄2리,5111036023,사북면,,,,,,,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241003,오탄1리,5111036023,사북면,,,,,,8,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241004,오탄1리,5111036023,사북면,,,,,,0,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241005,오탄2리종점,5111036023,사북면,,,,,,,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241007,온의금호1차,5111012100,온의동,,,,,,648,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241008,온의금호1차,5111012100,온의동,,,,,,1016,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241009,모아엘가A,5111011100,약사동,1632,250001987,모아엘가A,127.72193,37.87293,220,inferred,unique_stop_name_candidate,high,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241010,미소지움_방송대,5111011700,근화동,,,,,,246,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241011,럭키A,5111012100,온의동,,,,,,1104,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241012,풍물시장,5111012100,온의동,,,,,,1220,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241013,여우고개,5111012800,신동,,,,,,20,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241014,올미입구,5111012800,신동,,,,,,2,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241019,용산1리,5111025027,신북읍,1620,250001974,용산1리,127.71044,37.94275,2,direct,molit_mobile_stop_no_to_chuncheon_stop_no,high,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241021,한강수력본부,5111025027,신북읍,,,,,,16,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241022,한강수력본부,5111025027,신북읍,,,,,,0,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241024,용산2리취수장,5111025027,신북읍,,,,,,0,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241025,용산3리,5111025027,신북읍,1613,250001967,용산3리,127.70755,37.94519,8,direct,molit_mobile_stop_no_to_chuncheon_stop_no,high,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241026,용산3리,5111025027,신북읍,1612,250001966,용산3리,127.70727,37.94574,0,direct,molit_mobile_stop_no_to_chuncheon_stop_no,high,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241028,그랜드A,5111012400,석사동,,,,,,1020,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241029,우석초교,5111012400,석사동,1609,250001963,우석초교,127.75113,37.86465,190,inferred,tago_route_number_and_adjacent_stop_unique,medium,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241030,강원대동문앞,5111012400,석사동,,,,,,56,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241031,강원대동문앞,5111012400,석사동,,,,,,44,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241034,원무골,5111032021,동산면,,,,,,,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241036,원창1리,5111032023,동산면,,,,,,38,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241038,원창2리,5111032023,동산면,,,,,,6,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241039,폴리텍대학,5111032023,동산면,1597,250001951,폴리텍대학,127.77377,37.79734,58,inferred,tago_route_number_and_adjacent_stop_unique,medium,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241040,폴리텍대학,5111032023,동산면,,,,,,0,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241041,원창2리,5111032023,동산면,,,,,,0,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241042,원창3리,5111032023,동산면,,,,,,0,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241043,원창3리,5111032023,동산면,,,,,,6,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241044,원창5리,5111032023,동산면,,,,,,4,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241046,원창고개정상,5111032023,동산면,,,,,,,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241049,원창리입구,5111039025,동내면,,,,,,2,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241054,월곡리,5111031025,동면,,,,,,,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241055,월곡리,5111031025,동면,,,,,,4,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241058,월송2리입구,5111035026,서면,1574,250027152,월송2리입구,127.69386,37.91848,4,direct,molit_mobile_stop_no_to_chuncheon_stop_no,high,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241059,월송3리종점,5111035026,서면,1573,250001927,월송3리종점,127.67553,37.91713,10,direct,molit_mobile_stop_no_to_chuncheon_stop_no,high,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241060,위도입구,5111011900,사농동,,,,,,76,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241061,위도입구,5111011900,사농동,,,,,,0,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241062,윗샘밭종점,5111025022,신북읍,2605,250026880,윗샘밭종점,127.7914,37.93158,228,inferred,tago_route_number_and_adjacent_stop_unique,medium,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241063,윗샘밭종점,5111025022,신북읍,,,,,,0,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241064,유승한내들,5111012300,퇴계동,,,,,,98,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241065,유승한내들,5111012300,퇴계동,,,,,,94,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241066,유포3리입구,5111025021,신북읍,,,,,,8,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241067,유포3리입구,5111025021,신북읍,,,,,,,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241068,유포리회관,5111025023,신북읍,,,,,,0,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241069,유포리,5111025023,신북읍,,,,,,0,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241070,유포2리종점,5111025023,신북읍,,,,,,2,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241071,육림고개,5111011000,운교동,,,,,,448,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241072,육림고개,5111011000,운교동,,,,,,192,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241073,육림공원,5111011900,사농동,,,,,,34,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
