boarding_stop_id,boarding_stop_names,legal_district_codes,legal_district_names,stop_no,management_id,current_stop_name,longitude,latitude,midday_boardings,match_status,match_method,confidence,source_record_count,boarding_sample_period,mapping_source_dates
4241074,육림랜드,5111011900,사농동,,,,,,6,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241075,천전2리,5111025022,신북읍,,,,,,2,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241076,율문1리,5111025021,신북읍,,,,,,40,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241077,율문1리,5111025021,신북읍,,,,,,0,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241078,강원테크노파크,5111025021,신북읍,,,,,,,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241227,파크푸르지오A,5111012100,온의동,,,,,,48,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241228,럭키아파트후문,5111012100,온의동,,,,,,18,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241231,송암스포츠타운,5111012700,송암동,,,,,,18,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241232,남부시장,5111011200,효자동,,,,,,178,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241233,성심경로당,5111012200,교동,,,,,,86,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241234,성심경로당,5111012200,교동,2251,250026517,성심경로당,127.74002,37.88121,58,inferred,tago_route_number_and_adjacent_stop_unique,medium,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241236,원창2리,5111032023,동산면,,,,,,,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241241,지내3리,5111031021,동면,,,,,,8,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241242,박물관입구,5111012400,석사동,,,,,,66,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241243,박물관후문,5111012400,석사동,,,,,,124,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241244,춘천한샘고등학교,5111025021,신북읍,,,,,,450,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241246,한샘고후문,5111025021,신북읍,,,,,,12,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241247,춘천시청별관,5111012200,교동,,,,,,58,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241248,춘천시청별관,5111012200,교동,,,,,,152,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241249,춘천역,5111011700,근화동,,,,,,600,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241250,현진에버빌3차,5111011000,운교동,,,,,,22,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241251,학곡2리,5111039025,동내면,,,,,,32,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241252,학곡2리,5111039025,동내면,,,,,,0,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241253,춘천중학교,5111011700,근화동,,,,,,462,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241254,춘천중학교정문,5111011700,근화동,,,,,,412,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241255,엘타워_미소지움,5111011700,근화동,,,,,,258,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241256,춘천시보건소,5111011600,소양로4가,,,,,,1090,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241257,춘천초등학교,5111010600,중앙로3가,,,,,,1226,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241258,강원도농업기술원,5111025024,신북읍,,,,,,8,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241292,천리터,5111038025,북산면,,,,,,10,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241295,팔미3리,5111033022,신동면,,,,,,6,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241296,혈동2리,5111033023,신동면,,,,,,4,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241299,팔미1리,5111033022,신동면,,,,,,8,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241300,팔미리,5111033022,신동면,,,,,,,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241302,팔미3리,5111033022,신동면,,,,,,2,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241303,팔미쉼터,5111033022,신동면,,,,,,0,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241306,포스코더샵A,5111012000,후평동,,,,,,438,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241307,포스코후문,5111012000,후평동,,,,,,240,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241308,포스코후문,5111012000,후평동,,,,,,1480,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241309,포스코더샵A,5111012000,후평동,,,,,,262,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241310,율문3리,5111025021,신북읍,1100,250001291,율문3리,127.76539,37.92999,10,direct,molit_mobile_stop_no_to_chuncheon_stop_no,high,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241311,하사관주택,5111012500,삼천동,,,,,,14,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241312,무릉공원,5111012400,석사동,,,,,,60,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241313,무릉공원,5111012400,석사동,,,,,,72,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241317,학곡리종점,5111039025,동내면,,,,,,450,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241368,지내1리(옥광산입구),5111031021,동면,,,,,,,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241372,강원지방경찰청,5111039021,동내면,1171,250000006,강원지방경찰청,127.75841,37.86246,144,inferred,tago_route_number_and_adjacent_stop_unique,medium,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241373,강원지방경찰청,5111039021,동내면,,,,,,38,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241374,거두리주공A,5111039021,동내면,1169,250000004,거두리주공A,127.75863,37.85665,260,inferred,unique_stop_name_candidate,high,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241375,성우오스타A,5111039021,동내면,,,,,,208,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241377,파크푸르지오A,5111012100,온의동,,,,,,30,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241460,산수리논골,5111040031,남산면,,,,,,6,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241479,논골입구,5111032024,동산면,,,,,,6,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241483,강원체고앞,5111012700,송암동,,,,,,22,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241484,덕만리혈동1리입구,5111033023,신동면,,,,,,,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241485,혈동2리,5111033023,신동면,,,,,,,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241486,군자1리,5111032024,동산면,,,,,,0,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241490,송암동,5111012700,송암동,,,,,,2,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241491,송암리,5111036029,사북면,,,,,,2,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241492,송암리,5111036027,사북면,,,,,,0,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241493,송암삼거리,5111036027,사북면,2017,265000786,송암삼거리,127.70284,37.98796,0,inferred,tago_route_number_and_adjacent_stop_unique,medium,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241499,수동2리,5111040024,남산면,,,,,,,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241501,수동리,5111040024,남산면,,,,,,6,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241504,시립요양원입구,5111012400,석사동,,,,,,20,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241505,(구)승마장,5111012500,삼천동,,,,,,4,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241506,(구)승마장,5111012500,삼천동,,,,,,4,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241507,공지천의암공원,5111012500,삼천동,,,,,,46,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241508,시립청소년도서관,5111012500,삼천동,2059,250002082,시립청소년도서관,127.70845,37.87139,82,direct,molit_mobile_stop_no_to_chuncheon_stop_no,high,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241509,시외버스터미널,5111012100,온의동,,,,,,1770,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241510,시외버스터미널|춘천시외버스터미널,5111012100,온의동,,,,,,788,unresolved,,,2,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241511,시외버스터미널,5111012100,온의동,,,,,,236,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241512,M백화점,5111010800,조양동,,,,,,1522,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241514,김유정역|신동면사무소앞,5111033024,신동면,,,,,,34,unresolved,,,2,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241515,김유정역|신동면사무소앞,5111033024,신동면,,,,,,66,unresolved,,,2,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241516,신동배터,5111012800,신동,2049,250002072,신동배터,127.71618,37.93685,18,direct,molit_mobile_stop_no_to_chuncheon_stop_no,high,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241517,신동배터,5111012800,신동,2048,250002071,신동배터,127.7165,37.93694,0,direct,molit_mobile_stop_no_to_chuncheon_stop_no,high,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241518,신동,5111011900,사농동,,,,,,0,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241519,신동삼거리,5111012800,신동,,,,,,46,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241520,신동삼거리,5111012800,신동,,,,,,0,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241523,신매1리,5111035024,서면,2040,250002063,신매1리,127.70277,37.93588,6,direct,molit_mobile_stop_no_to_chuncheon_stop_no,high,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241524,신매3리,5111035023,서면,,,,,,0,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241525,증3리,5111033024,신동면,,,,,,4,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241531,지내1리종점,5111025026,신북읍,,,,,,10,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241532,지내2리,5111031021,동면,,,,,,8,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241533,지내2리,5111031021,동면,,,,,,2,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241538,지내리,5111025026,신북읍,,,,,,6,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241539,지내리,5111025026,신북읍,,,,,,4,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241540,지암리,5111036026,사북면,,,,,,6,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241542,지암리,5111036026,사북면,,,,,,,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241544,지암산천마을,5111036026,사북면,,,,,,0,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241545,지암산천마을,5111036026,사북면,,,,,,30,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241552,신포1리,5111036021,사북면,,,,,,0,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241554,인람리,5111036030,사북면,1224,250001045,인람리(하우스),127.65946,37.99083,,inferred,molit_legal_district_and_kakao_region_unique,medium,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241557,오탄3리종점,5111036023,사북면,,,,,,8,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241559,지암리,5111036026,사북면,,,,,,2,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241561,동면치안센터,5111031024,동면,,,,,,4,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241563,강동농협장학지점,5111012000,후평동,,,,,,22,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241566,양지교,5111031022,동면,,,,,,0,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241567,석사2지구A,5111012000,후평동,,,,,,326,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241568,후평주공7단지,5111012000,후평동,,,,,,448,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241569,한국전력공사입구,5111012000,후평동,,,,,,94,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241570,세경3차,5111012000,후평동,,,,,,454,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241571,청구_진흥A,5111012400,석사동,,,,,,90,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241572,동아_청구A,5111012000,후평동,,,,,,50,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241573,후평3동우체국,5111012000,후평동,,,,,,56,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241574,거두2리,5111039021,동내면,,,,,,5,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241575,고은1리,5111039023,동내면,,,,,,,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241578,신촌1리,5111039022,동내면,,,,,,2,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241579,동내초교,5111039022,동내면,,,,,,8,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241580,장애인종합복지관,5111012400,석사동,,,,,,64,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241581,퇴계주공3_4차,5111012400,석사동,,,,,,296,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241582,우석초교,5111012400,석사동,,,,,,62,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241583,초록지붕A,5111039021,동내면,,,,,,850,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241586,(구)농업기술원,5111011800,우두동,1932,250001612,(구)농업기술원,127.73562,37.90052,66,direct,molit_mobile_stop_no_to_chuncheon_stop_no,high,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241587,강원생명과학고,5111011900,사농동,,,,,,50,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241588,소양중학교,5111011900,사농동,,,,,,38,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241589,호반A,5111011700,근화동,,,,,,0,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241590,동보빌리지,5111012000,후평동,,,,,,64,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241591,소양로우체국,5111011500,소양로3가,,,,,,980,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241592,시청입구,5111010800,조양동,,,,,,1328,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241593,한국토지주택공사,5111011200,효자동,,,,,,112,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241594,약사롯데캐슬,5111011100,약사동,,,,,,194,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241595,문화예술회관,5111011200,효자동,,,,,,24,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241596,춘천중학교,5111011700,근화동,,,,,,268,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241597,청와A,5111011700,근화동,,,,,,46,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241599,삼천동사거리,5111012500,삼천동,,,,,,104,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241600,공지사거리,5111011700,근화동,,,,,,300,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241601,금산2리,5111035022,서면,,,,,,0,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241602,상상마당입구,5111012500,삼천동,,,,,,28,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241603,통일플러스센터,5111012500,삼천동,,,,,,2,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241604,퇴계주공2차,5111012300,퇴계동,,,,,,26,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241605,봄내초등학교,5111012400,석사동,,,,,,20,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241606,퇴계주공2차,5111012300,퇴계동,,,,,,738,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241636,산림조합강원본부,5111012000,후평동,,,,,,134,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241637,산림조합강원본부,5111012000,후평동,,,,,,2,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241638,대형약국,5111031022,동면,,,,,,4,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241640,전인고등학교,5111032023,동산면,1357,250001189,전인고등학교,127.75204,37.78755,38,direct,molit_mobile_stop_no_to_chuncheon_stop_no,high,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241646,군자3리,5111032024,동산면,,,,,,,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241647,케이티앤지,5111012300,퇴계동,,,,,,240,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241648,강원사대부고,5111012000,후평동,,,,,,22,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241649,강원사대부고,5111012000,후평동,,,,,,2,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241650,구름다리주유소,5111031022,동면,,,,,,6,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241651,동신장로교회,5111031022,동면,,,,,,38,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241652,유앤아이A,5111031022,동면,,,,,,22,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241654,고은리종점,5111039023,동내면,,,,,,20,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241655,고창말,5111033025,신동면,,,,,,6,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241659,구고탄농협,5111036027,사북면,,,,,,0,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241660,고탄입구,5111025027,신북읍,,,,,,12,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241661,고탄입구,5111025027,신북읍,,,,,,0,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241663,농협후석로지점,5111012000,후평동,,,,,,10,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241664,신성교회,5111012000,후평동,,,,,,192,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241665,공지천사거리,5111011700,근화동,2002,250001683,공지천사거리,127.71475,37.8741,356,direct,molit_mobile_stop_no_to_chuncheon_stop_no,high,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241666,춘천청소년수련관,5111011200,효자동,,,,,,658,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241667,춘천청소년수련관,5111011200,효자동,,,,,,104,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241669,관천리,5111034021,남면,,,,,,,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241670,관천리종점,5111034021,남면,,,,,,6,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241676,광판2리,5111040022,남산면,,,,,,0,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241680,광판중학교입구,5111040022,남산면,,,,,,34,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241681,광판초교,5111040022,남산면,,,,,,2,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241682,광판초교,5111040022,남산면,,,,,,2,unresolved,,,2,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241683,교동초교입구,5111011200,효자동,,,,,,124,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241684,교동초교입구,5111011200,효자동,,,,,,348,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241685,강촌1리마을,5111040027,남산면,,,,,,8,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241686,강촌1리마을,5111040027,남산면,,,,,,20,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241687,구곡폭포종점,5111040027,남산면,,,,,,24,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241691,유앤아이A,5111031022,동면,,,,,,458,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241692,군자3리,5111032024,동산면,,,,,,0,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241697,그랜드A,5111012400,석사동,,,,,,700,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241699,춘천역육교앞,5111011700,근화동,,,,,,18,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241700,근화초교,5111011400,소양로2가,,,,,,282,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241701,금병초교,5111033024,신동면,,,,,,,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241703,강원정보문화진흥원,5111035022,서면,,,,,,56,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241704,금산3리,5111035022,서면,,,,,,0,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241705,금산2리,5111035022,서면,,,,,,16,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241706,금산3리,5111035022,서면,,,,,,2,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241708,김유정문학촌,5111033024,신동면,,,,,,0,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241709,발산1리,5111034024,남면,1949,250001629,발산1리,127.60022,37.73091,2,direct,molit_mobile_stop_no_to_chuncheon_stop_no,high,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241710,남면행정복지센터,5111034024,남면,,,,,,0,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241711,남부시장,5111011200,효자동,,,,,,122,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241712,남산면행복센터,5111040025,남산면,,,,,,10,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241713,남산면행복센터,5111040025,남산면,,,,,,62,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241716,남춘천중학교,5111012100,온의동,,,,,,562,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241717,남춘천초교,5111012100,온의동,,,,,,192,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241718,국민연금공단,5111012300,퇴계동,,,,,,124,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241719,국민연금공단,5111012300,퇴계동,,,,,,12,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241720,논골입구,5111032023,동산면,,,,,,4,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241721,도재활병원삼거리,5111011800,우두동,,,,,,342,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241722,농촌공사춘천지소,5111011800,우두동,,,,,,82,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241723,농촌공사춘천지소,5111011800,우두동,,,,,,2,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241724,당림1리,5111035029,서면,1931,250001611,당림1리,127.60278,37.83525,,direct,molit_mobile_stop_no_to_chuncheon_stop_no,high,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241727,당림2리,5111035029,서면,,,,,,12,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241728,당림2리,5111035029,서면,,,,,,0,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241730,당림3반종점,5111035029,서면,,,,,,0,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241733,당림초교,5111035029,서면,,,,,,,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241734,대룡산쉼터,5111039024,동내면,,,,,,,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241737,대룡중학교,5111012300,퇴계동,,,,,,132,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241738,대원사,5111012600,칠전동,,,,,,6,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241741,덕두원1리,5111035028,서면,,,,,,0,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241742,덕두원1리1반,5111035028,서면,,,,,,2,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241743,버덩마을,5111035028,서면,,,,,,,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241744,봉덕사입구,5111035028,서면,,,,,,4,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241745,봉덕사입구,5111035028,서면,,,,,,0,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241747,명월리,5111035028,서면,,,,,,4,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241752,명월촌,5111035028,서면,,,,,,2,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241753,양지말,5111035028,서면,,,,,,,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241756,상명월리,5111035028,서면,,,,,,0,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241762,수레너미,5111035028,서면,,,,,,0,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
4241766,덕두원3리,5111035028,서면,,,,,,18,unresolved,,,1,2025-06-25/2025-06-28,2025-06-13|2026-03-26
